query_mass,compound_id,compound_name,kegg_id,formula,monoisotopic_mass,adduct,adduct_type,adduct_m/z,delta(ppm)
76.03997675,HMDB0000123,Glycine,C00037,C2H5NO2,75.032028409,M+H,+,76.039304,9
76.03997675,HMDB0014691,Acetohydroxamic Acid,C06808,C2H5NO2,75.032028409,M+H,+,76.039304,9
76.03997675,HMDB0031239,Ethyl nitrite,n/a,C2H5NO2,75.032028409,M+H,+,76.039304,9
76.03997675,HMDB0161401,glycinate,n/a,C2H4NO2,74.024751953,M+H,+,76.039304,9
76.07656752,HMDB0000925,Trimethylamine N-oxide,C01104,C3H9NO,75.068413915,M+H,+,76.07569,12
76.07656752,HMDB0142449,N-monomethylethanolamine,n/a,C3H9NO,75.068413914,M+H,+,76.07569,12
76.07656752,HMDB0140038,3-aminopropan-1-ol,n/a,C3H9NO,75.068413915,M+H,+,76.07569,12
76.07656752,HMDB0012136,1-Amino-propan-2-ol,C05771,C3H9NO,75.068413915,M+H,+,76.07569,12
76.07656752,HMDB0062143,oxetane,n/a,C3H6O,58.041864813,M+NH4,+,76.075688,12
76.07656752,HMDB0031558,Methyloxirane,C15508,C3H6O,58.041864814,M+NH4,+,76.075688,12
76.07656752,HMDB0031652,Allyl alcohol,C02001,C3H6O,58.041864814,M+NH4,+,76.075688,12
76.07656752,HMDB0003366,Propanal,C00479,C3H6O,58.041864814,M+NH4,+,76.075688,12
76.07656752,HMDB0001659,Acetone,C00207,C3H6O,58.041864814,M+NH4,+,76.075688,12
90.09118907,HMDB0000246,Tetrahydrofuran,n/a,C4H8O,72.057514878,M+NH4,+,90.091338,2
90.09118907,HMDB0171202,METHALLYL ALCOHOL,n/a,C4H8O,72.057514878,M+NH4,+,90.091338,2
90.09118907,HMDB0000474,Butanone,C02845,C4H8O,72.057514878,M+NH4,+,90.091338,2
90.09118907,HMDB0003543,Butanal,C01412,C4H8O,72.057514878,M+NH4,+,90.091338,2
90.09118907,HMDB0034431,"2,2-Dimethyloxirane",n/a,C4H8O,72.057514878,M+NH4,+,90.091338,2
90.09118907,HMDB0031324,3-Buten-1-ol,n/a,C4H8O,72.057514878,M+NH4,+,90.091338,2
90.09118907,HMDB0033858,2-Buten-1-ol,n/a,C4H8O,72.057514878,M+NH4,+,90.091338,2
90.09118907,HMDB0031243,2-Methylpropanal,C03219,C4H8O,72.057514878,M+NH4,+,90.091338,2
90.09118907,HMDB0171604,3-amino-2-methylpropan-1-ol,n/a,C4H11NO,89.084063978,M+H,+,90.09134,2
90.09118907,HMDB0171603,1-amino-2-methylpropan-2-ol,n/a,C4H11NO,89.084063978,M+H,+,90.09134,2
90.09118907,HMDB0032231,Dimethylethanolamine,C04308,C4H11NO,89.084063979,M+H,+,90.09134,2
100.1122835,HMDB0031404,Cyclohexylamine,C00571,C6H13N,99.104799421,M+H,+,100.112075,2
100.1122835,HMDB0032416,2-Methylpiperidine,n/a,C6H13N,99.104799421,M+H,+,100.112075,2
100.1122835,HMDB0031544,3-Methylcyclopentene,n/a,C6H10,82.07825032,M+NH4,+,100.112073,2
100.1122835,HMDB0062716,Cyclohexylammonium,n/a,C6H14N,100.112624453,M+H,+,100.112624,3
100.1122835,HMDB0033971,2-Diethylaminoethanol,n/a,C6H15NO,117.115364107,M+H-H2O,+,100.112664,4
112.0505754,HMDB0000630,Cytosine,C00380,C4H5N3O,111.043261797,M+H,+,112.050538,0
112.0505754,HMDB0031335,2-Chloro-1-propanol,n/a,C3H7ClO,94.018542553,M+NH4,+,112.052366,16
112.050863,HMDB0000630,Cytosine,C00380,C4H5N3O,111.043261797,M+H,+,112.050538,3
112.050863,HMDB0031335,2-Chloro-1-propanol,n/a,C3H7ClO,94.018542553,M+NH4,+,112.052366,13
119.0161601,HMDB0182885,3-(methylsulfanyl)prop-2-enoic acid,n/a,C4H6O2S,118.008850607,M+H,+,119.016127,0
119.0161601,HMDB0039786,Dihydro-4-mercapto-3(2H)-furanone,n/a,C4H6O2S,118.008850126,M+H,+,119.016126,0
