query_mass,compound_id,compound_name,kegg_id,formula,monoisotopic_mass,adduct,adduct_type,adduct_m/z,delta(ppm)
189.0784572,HMDB0038791,"2,4,6-Triethyl-1,3,5-oxadithiane",n/a,C9H18OS2,206.079906578,M+H-H2O,+,189.077207,7
189.0784572,HMDB0033584,Diethyl tartrate,n/a,C8H14O6,206.07903818,M+H-H2O,+,189.076338,11
189.0784572,HMDB0059767,"Tetrahydro-2,5-furan-diacetic acid",n/a,C8H12O5,188.068473494,M+H,+,189.075749,14
189.0784572,HMDB0157322,SCHEMBL4732887,n/a,C8H12O5,188.068473486,M+H,+,189.075749,14
189.0784572,HMDB0157321,(2E)-6-hydroxyoct-2-enedioic acid,n/a,C8H12O5,188.068473486,M+H,+,189.075749,14
189.0784572,HMDB0157320,(2E)-5-hydroxyoct-2-enedioic acid,n/a,C8H12O5,188.068473486,M+H,+,189.075749,14
189.0784572,HMDB0157323,3-(4-carboxybutyl)oxirane-2-carboxylic acid,n/a,C8H12O5,188.068473486,M+H,+,189.075749,14
189.0784572,HMDB0157324,(2E)-7-hydroxyoct-2-enedioic acid,n/a,C8H12O5,188.068473486,M+H,+,189.075749,14
189.1353879,HMDB0029416,L-Targinine,C03884,C7H16N4O2,188.127325776,M+H,+,189.134602,4
189.1353879,HMDB0000670,Homo-L-arginine,C01924,C7H16N4O2,188.127325776,M+H,+,189.134602,4
189.1353879,HMDB0015454,Rasagiline,n/a,C12H13N,171.104799421,M+NH4,+,189.138622,17
189.1353879,HMDB0032926,Polycartine B,n/a,C12H16N2,188.131348522,M+H,+,189.138625,17
189.1353879,HMDB0005973,Dimethyltryptamine,C08302,C12H16N2,188.131348522,M+H,+,189.138625,17
189.1353879,HMDB0033961,"2-(3-Methylbutyl)-1H-pyrrolo[2,3-b]pyridine",n/a,C12H16N2,188.131348522,M+H,+,189.138625,17
229.1537123,HMDB0014861,Methoxamine,C07513,C11H17NO3,211.120843415,M+NH4,+,229.154666,4
229.1537123,HMDB0167331,AKOS023578554,n/a,C11H17NO3,211.120843411,M+NH4,+,229.154666,4
229.1537123,HMDB0014954,Orciprenaline,C07144,C11H17NO3,211.120843415,M+NH4,+,229.154666,4
229.1537123,HMDB0015197,Isoproterenol,C07056,C11H17NO3,211.120843415,M+NH4,+,229.154666,4
229.1537123,HMDB0011175,Leucylproline,n/a,C11H20N2O3,228.147392512,M+H,+,229.154669,4
229.1537123,HMDB0028937,Leucylproline,n/a,C11H20N2O3,228.147392512,M+H,+,229.154669,4
229.1537123,HMDB0011174,Isoleucylproline,n/a,C11H20N2O3,228.147392512,M+H,+,229.154669,4
229.1537123,HMDB0172369,Pro-leu,n/a,C11H20N2O3,228.147392512,M+H,+,229.154669,4
229.1537123,HMDB0028915,L-isoleucyl-L-proline ,n/a,C11H20N2O3,228.147392516,M+H,+,229.154669,4
