query_mass,compound_id,compound_name,kegg_id,formula,monoisotopic_mass,adduct,adduct_type,adduct_m/z,delta(ppm)
168.0289861,HMDB0000232,Quinolinic acid,C03722,C7H5NO4,167.021857653,M+H,+,168.029134,1
168.0289861,HMDB0033161,"2,6-Pyridinedicarboxylic acid",n/a,C7H5NO4,167.021857653,M+H,+,168.029134,1
168.0289861,HMDB0001330,2-Amino-3-carboxymuconic acid semialdehyde,C04409,C7H7NO5,185.032422339,M+H-H2O,+,168.029722,4
168.0289861,HMDB0062578,2-Amino-3-carboxymuconic acid semialdehyde,C04409,C7H7NO5,185.032422339,M+H-H2O,+,168.029722,4
168.0289861,HMDB0185628,NSC139628,n/a,C7H7NO5,185.032422329,M+H-H2O,+,168.029722,4
168.0289861,HMDB0060260,Urate radical,n/a,C5H3N4O3,167.020514982,M+H,+,168.027791,7
168.0289861,HMDB0001552,2-Keto-glutaramic acid,C00940,C5H7NO4,145.037507717,M+Na,+,168.026726,13
189.1353879,HMDB0029416,L-Targinine,C03884,C7H16N4O2,188.127325776,M+H,+,189.134602,4
189.1353879,HMDB0000670,Homo-L-arginine,C01924,C7H16N4O2,188.127325776,M+H,+,189.134602,4
189.1353879,HMDB0015454,Rasagiline,n/a,C12H13N,171.104799421,M+NH4,+,189.138622,17
189.1353879,HMDB0032926,Polycartine B,n/a,C12H16N2,188.131348522,M+H,+,189.138625,17
189.1353879,HMDB0005973,Dimethyltryptamine,C08302,C12H16N2,188.131348522,M+H,+,189.138625,17
189.1353879,HMDB0033961,"2-(3-Methylbutyl)-1H-pyrrolo[2,3-b]pyridine",n/a,C12H16N2,188.131348522,M+H,+,189.138625,17
231.0767719,HMDB0060537,p-Hydroxyphenobarbital,n/a,C12H12N2O4,248.079706882,M+H-H2O,+,231.077007,1
231.0767719,HMDB0060826,Hydroxynalidixic acid,n/a,C12H12N2O4,248.079706882,M+H-H2O,+,231.077007,1
231.0767719,HMDB0004185,5-Hydroxyindoleacetylglycine,C05832,C12H12N2O4,248.079706882,M+H-H2O,+,231.077007,1
231.0767719,HMDB0003066,Chalcone,C15589,C15H12O,208.088815006,M+Na,+,231.078033,5
231.0767719,HMDB0135598,"1,3-diphenylprop-2-en-1-one",n/a,C15H12O,208.088815006,M+Na,+,231.078033,5
231.0767719,HMDB0060323,1-Methoxyphenanthrene,C11433,C15H12O,208.088815006,M+Na,+,231.078033,5
231.0767719,HMDB0032357,N-Lactoyl ethanolamine phosphate,n/a,C5H12NO6P,213.040223633,M+NH4,+,231.074047,12
231.0767719,HMDB0155289,"[(2,3-dihydroxypropyl)(2-oxoethyl)amino]phosphonic acid",n/a,C5H12NO6P,213.040224108,M+NH4,+,231.074047,12
231.0767719,HMDB0060757,4-Aminobenzoyl-(beta)-alanine,n/a,C10H12N2O3,208.08479226,M+Na,+,231.07401,12
231.0767719,HMDB0000684,L-Kynurenine,C00328,C10H12N2O3,208.08479226,M+Na,+,231.07401,12
231.0767719,HMDB0012948,Formyl-5-hydroxykynurenamine,C05647,C10H12N2O3,208.08479226,M+Na,+,231.07401,12
231.0767719,HMDB0014350,Pyrimethamine,C07391,C12H13ClN4,248.082874143,M+H-H2O,+,231.080174,15
231.0767719,HMDB0060321,1-Hydroxy-6-methoxypyrene,C18261,C17H12O2,248.083729628,M+H-H2O,+,231.08103,18
496.4199772,HMDB0034578,Deterrol stearate,n/a,C33H50O2,478.381080844,M+NH4,+,496.414904,10
496.4199772,HMDB0030272,AC1L2U2M,n/a,C28H50N2O4,478.377058098,M+NH4,+,496.410881,18
