"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"HMDB0004983","Dimethyl sulfone","HMDB0004983","6213","C11142","CS(=O)(=O)C","1"
"HMDB0062030","NA","NA","NA","NA","NA","0"
"HMDB0040145","NA","NA","NA","NA","NA","0"
"HMDB0013742","2-Furanmethanol","HMDB0013742","7361","C20441","C1=COC(=C1)CO","1"
"HMDB0034245","NA","NA","NA","NA","NA","0"
"HMDB0029609","5-Methyl-2(3H)-furanone","HMDB0029609","11558",NA,"CC1C=CC(=O)O1","1"
"HMDB0167282","NA","NA","NA","NA","NA","0"
"HMDB0179973","NA","NA","NA","NA","NA","0"
"HMDB0177063","NA","NA","NA","NA","NA","0"
"HMDB0167281","NA","NA","NA","NA","NA","0"
"HMDB0167283","NA","NA","NA","NA","NA","0"
"HMDB0012880","Acetamidopropanal","HMDB0012880","5460495","C18170","CC(=O)NCCC=O","1"
"HMDB0034208","Pterolactam","HMDB0034208","181561",NA,"COC1CCC(=O)N1","1"
"HMDB0000162","L-Proline","HMDB0000162","145742","C00148","C1C[C@H](NC1)C(=O)O","1"
"HMDB0003411","D-Proline","HMDB0003411","8988","C00763","C1C[C@@H](NC1)C(=O)O","1"
"HMDB0030409","4-Amino-2-methylenebutanoic acid","HMDB0030409","5318003",NA,"C=C(CCN)C(=O)O","1"
"HMDB0171727","NA","NA","NA","NA","NA","0"
"HMDB0032356","N-Lactoyl ethanolamine","HMDB0032356","95457",NA,"CC(C(=O)NCCO)O","1"
"HMDB0039499","NA","NA","NA","NA","NA","0"
"HMDB0031658","L-2-Amino-5-hydroxypentanoic acid","HMDB0031658","95562",NA,"C(CC(C(=O)O)N)CO","1"
"HMDB0000167","L-Threonine","HMDB0000167","6288","C00188","C[C@H]([C@@H](C(=O)O)N)O","1"
"HMDB0061148","NA","NA","NA","NA","NA","0"
"HMDB0162440","NA","NA","NA","NA","NA","0"
"HMDB0155268","NA","NA","NA","NA","NA","0"
"HMDB0240310","NA","NA","NA","NA","NA","0"
"HMDB0000719","L-Homoserine","HMDB0000719","12647","C00263","C(CO)[C@@H](C(=O)O)N","1"
"HMDB0159152","NA","NA","NA","NA","NA","0"
"HMDB0061877","NA","NA","NA","NA","NA","0"
"HMDB0004041","L-Allothreonine","HMDB0004041","99289","C05519","C[C@@H]([C@@H](C(=O)O)N)O","1"
"HMDB0159151","NA","NA","NA","NA","NA","0"
"HMDB0060587","NA","NA","NA","NA","NA","0"
"HMDB0184570","NA","NA","NA","NA","NA","0"
"HMDB0178247","NA","NA","NA","NA","NA","0"
"HMDB0172027","NA","NA","NA","NA","NA","0"
"HMDB0172028","NA","NA","NA","NA","NA","0"
"HMDB0168831","NA","NA","NA","NA","NA","0"
"HMDB0000060","Acetoacetic acid","HMDB0000060","96","C00164","CC(=O)CC(=O)O","1"
"HMDB0000005","2-Ketobutyric acid","HMDB0000005","58","C00109","CCC(=O)C(=O)O","1"
"HMDB0001172","2-Methyl-3-oxopropanoic acid","HMDB0001172","296","C00349","CC(C=O)C(=O)O","1"
"HMDB0001259","Succinic acid semialdehyde","HMDB0001259","1112","C00232","C(CC(=O)O)C=O","1"
"HMDB0003381","4-Hydroxycrotonic acid","HMDB0003381","6155526",NA,"C(/C=C/C(=O)O)O","1"
"HMDB0031646","Acetic anhydride","HMDB0031646","7918",NA,"CC(=O)OC(=O)C","1"
"HMDB0002217","(S)-Methylmalonic acid semialdehyde","HMDB0002217","5462303","C06002","C[C@@H](C=O)C(=O)O","1"
"HMDB0171690","NA","NA","NA","NA","NA","0"
"HMDB0040246","NA","NA","NA","NA","NA","0"
"HMDB0039844","NA","NA","NA","NA","NA","0"
"HMDB0032447","1,5-Octadien-3-one","HMDB0032447","5352874",NA,"CC/C=C/CC(=O)C=C","1"
"HMDB0031686","(E,E)-2,4-Octadienal","HMDB0031686","5283329",NA,"CCC/C=C/C=C/C=O","1"
"HMDB0032446","trans, trans-3,5-Octadien-2-one","HMDB0032446","5352876",NA,"CC/C=C/C=C/C(=O)C","1"
"HMDB0031414","2,3-Dimethyl-2-cyclohexen-1-one","HMDB0031414","10887898",NA,"CC1=C(C(=O)CCC1)C","1"
"HMDB0040272","2-Butylfuran","HMDB0040272","20534",NA,"CCCCC1=CC=CO1","1"
"HMDB0033238","2-Isopropyl-5-methylfuran","HMDB0033238","10678230",NA,"CC1=CC=C(O1)C(C)C","1"
"HMDB0061898","NA","NA","NA","NA","NA","0"
"HMDB0062073","NA","NA","NA","NA","NA","0"
"HMDB0031582","6-Methyl-3,5-heptadien-2-one","HMDB0031582","12510894",NA,"CC(=C/C=C\C(=O)C)C","1"
"HMDB0061886","NA","NA","NA","NA","NA","0"
"HMDB0031326","2-Ethoxybutane","HMDB0031326","17586",NA,"CCC(C)OCC","1"
