"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"HMDB0000123","Glycine","HMDB0000123","750","C00037","C(C(=O)O)N","1"
"HMDB0014691","Acetohydroxamic Acid","HMDB0014691","1990","C06808","CC(=O)NO","1"
"HMDB0031239","Ethyl nitrite","HMDB0031239","8026",NA,"CCON=O","1"
"HMDB0161401","NA","NA","NA","NA","NA","0"
"HMDB0000925","Trimethylamine N-oxide","HMDB0000925","1145","C01104","C[N+](C)(C)[O-]","1"
"HMDB0142449","NA","NA","NA","NA","NA","0"
"HMDB0140038","NA","NA","NA","NA","NA","0"
"HMDB0012136","1-Amino-propan-2-ol","HMDB0012136","4","C05771","CC(CN)O","1"
"HMDB0062143","NA","NA","NA","NA","NA","0"
"HMDB0031558","Methyloxirane","HMDB0031558","6378","C15508","CC1CO1","1"
"HMDB0031652","Allyl alcohol","HMDB0031652","7858","C02001","C=CCO","1"
"HMDB0003366","Propanal","HMDB0003366","527","C00479","CCC=O","1"
"HMDB0001659","Acetone","HMDB0001659","180","C00207","CC(=O)C","1"
"HMDB0031404","Cyclohexylamine","HMDB0031404","7965","C00571","C1CCC(CC1)N","1"
"HMDB0032416","2-Methylpiperidine","HMDB0032416","7974",NA,"CC1CCCCN1","1"
"HMDB0031544","3-Methylcyclopentene","HMDB0031544","14263",NA,"CC1CCC=C1","1"
"HMDB0062716","NA","NA","NA","NA","NA","0"
"HMDB0033971","2-Diethylaminoethanol","HMDB0033971","7497",NA,"CCN(CC)CCO","1"
"HMDB0000630","Cytosine","HMDB0000630","597","C00380","C1=C(NC(=O)N=C1)N","1"
"HMDB0031335","2-Chloro-1-propanol","HMDB0031335","6566",NA,"CC(CO)Cl","1"
"HMDB0011601","3-Methylcytosine","HMDB0011601","140523",NA,"CN1C(=CC=NC1=O)N","1"
"HMDB0004339","2-O-Methylcytosine","HMDB0004339","160679",NA,"COC1=NC=CC(=N1)N","1"
"HMDB0002894","5-Methylcytosine","HMDB0002894","65040","C02376","CC1=C(NC(=O)N=C1)N","1"
"HMDB0128943","NA","NA","NA","NA","NA","0"
"HMDB0132477","NA","NA","NA","NA","NA","0"
"HMDB0129097","NA","NA","NA","NA","NA","0"
"HMDB0168839","NA","NA","NA","NA","NA","0"
"HMDB0128916","NA","NA","NA","NA","NA","0"
"HMDB0012233","Glutarate semialdehyde","HMDB0012233","439963","C03273","C(CC=O)CC(=O)O","1"
"HMDB0029172","3-keto-2-Methylbutyrate","HMDB0029172","150996",NA,"CC(C(=O)C)C(=O)[O-]","1"
"HMDB0001865","2-Oxovaleric acid","HMDB0001865","74563","C06255","CCCC(=O)C(=O)O","1"
"HMDB0000310","Methylacetoacetic acid","HMDB0000310","7757",NA,"CC(=O)CC(=O)OC","1"
"HMDB0031643","Ethyl pyruvate","HMDB0031643","12041",NA,"CCOC(=O)C(O)=C","1"
"HMDB0000019","Alpha-ketoisovaleric acid","HMDB0000019","49","C00141","CC(C)C(=O)C(=O)O","1"
"HMDB0003771","2-Methylacetoacetic acid","HMDB0003771","150996",NA,"CC(C(=O)C)C(=O)O","1"
"HMDB0000720","Levulinic acid","HMDB0000720","11579",NA,"CC(=O)CCC(=O)O","1"
"HMDB0034466","Acetoxyacetone","HMDB0034466","11593",NA,"CC(=O)COC(=O)C","1"
"HMDB0128917","NA","NA","NA","NA","NA","0"
"HMDB0129096","NA","NA","NA","NA","NA","0"
"HMDB0129098","NA","NA","NA","NA","NA","0"
"HMDB0168838","NA","NA","NA","NA","NA","0"
"HMDB0177210","NA","NA","NA","NA","NA","0"
"HMDB0169666","NA","NA","NA","NA","NA","0"
"HMDB0177209","NA","NA","NA","NA","NA","0"
"HMDB0171727","NA","NA","NA","NA","NA","0"
"HMDB0032356","N-Lactoyl ethanolamine","HMDB0032356","95457",NA,"CC(C(=O)NCCO)O","1"
"HMDB0039499","NA","NA","NA","NA","NA","0"
"HMDB0031658","L-2-Amino-5-hydroxypentanoic acid","HMDB0031658","95562",NA,"C(CC(C(=O)O)N)CO","1"
"HMDB0039790","NA","NA","NA","NA","NA","0"
"HMDB0038974","NA","NA","NA","NA","NA","0"
"HMDB0039789","NA","NA","NA","NA","NA","0"
"HMDB0000786","Oxypurinol","HMDB0000786","4644","C07599","C1=C2C(=NC(=O)NC2=O)NN1","1"
"HMDB0000292","Xanthine","HMDB0000292","1188","C00385","C1=NC2=C(N1)C(=O)NC(=O)N2","1"
"HMDB0001182","6,8-Dihydroxypurine","HMDB0001182","83252",NA,"C1=NC(=O)C2=C(N1)NC(=O)N2","1"
"HMDB0000744","Malic acid","HMDB0000744","525","C03668","C(C(C(=O)O)O)C(=O)O","1"
"HMDB0031518","D-Malic acid","HMDB0031518","92824","C00497","C([C@H](C(=O)O)O)C(=O)O","1"
"HMDB0000156","L-Malic acid","HMDB0000156","222656","C00149","C([C@@H](C(=O)O)O)C(=O)O","1"
"HMDB0032872","Velcorin","HMDB0032872","3086",NA,"COC(=O)OC(=O)OC","1"
"HMDB0061971","NA","NA","NA","NA","NA","0"
"HMDB0166738","NA","NA","NA","NA","NA","0"
"HMDB0164724","NA","NA","NA","NA","NA","0"
"HMDB0165094","NA","NA","NA","NA","NA","0"
"HMDB0165096","NA","NA","NA","NA","NA","0"
"HMDB0165095","NA","NA","NA","NA","NA","0"
"HMDB0165097","NA","NA","NA","NA","NA","0"
"HMDB0166737","NA","NA","NA","NA","NA","0"
"HMDB0031484","2-Heptenoic acid","HMDB0031484","5282709",NA,"CCCC/C=C/C(=O)O","1"
"HMDB0038962","NA","NA","NA","NA","NA","0"
"HMDB0031500","Methyl 2E-hexenoate","HMDB0031500","5364409",NA,"CCC/C=C/C(=O)OC","1"
"HMDB0166739","NA","NA","NA","NA","NA","0"
"HMDB0029314","Isopentenyl acetate","HMDB0029314","14489",NA,"CC(=CCOC(=O)C)C","1"
"HMDB0031477","3,4-Heptanedione","HMDB0031477","83671",NA,"CCCC(=O)C(=O)CC","1"
"HMDB0031476","2,3-Heptanedione","HMDB0031476","60983",NA,"CCCCC(=O)C(=O)C","1"
"HMDB0031504","Methyl (Z)-3-hexenoate","HMDB0031504","5362819",NA,"CC/C=C\CC(=O)OC","1"
"HMDB0031603","Ethyl 4-pentenoate","HMDB0031603","74786",NA,"CCOC(=O)CCC=C","1"
"HMDB0040214","NA","NA","NA","NA","NA","0"
"HMDB0031342","Cyclohexanecarboxylic acid","HMDB0031342","7413","C09822","C1CCC(CC1)C(=O)O","1"
"HMDB0038271","NA","NA","NA","NA","NA","0"
"HMDB0031174","4-Methyl-5-hexanolide","HMDB0031174","544628",NA,"CC1CCC(=O)OC1C","1"
"HMDB0031681","Dihydro-5-propyl-2(3H)-furanone","HMDB0031681","7742",NA,"CCCC1CCC(=O)O1","1"
"HMDB0033793","4-Heptenoic acid","HMDB0033793","5312595",NA,"CC/C=C\CCC(=O)O","1"
"HMDB0031593","5-Methyl-2,3-hexanedione","HMDB0031593","26204",NA,"CC(C)CC(=O)C(=O)C","1"
"HMDB0039819","NA","NA","NA","NA","NA","0"
"HMDB0166736","NA","NA","NA","NA","NA","0"
"HMDB0173760","NA","NA","NA","NA","NA","0"
"HMDB0173761","NA","NA","NA","NA","NA","0"
"HMDB0173762","NA","NA","NA","NA","NA","0"
"HMDB0173763","NA","NA","NA","NA","NA","0"
"HMDB0180322","NA","NA","NA","NA","NA","0"
"HMDB0180323","NA","NA","NA","NA","NA","0"
"HMDB0029165","1,3-Diacetylpropane","HMDB0029165","100532",NA,"CC(=O)CCCC(=O)C","1"
"HMDB0031351","Cyclohexyl formate","HMDB0031351","20358",NA,"C1CCC(CC1)OC=O","1"
"HMDB0032460","4-Pentenyl acetate","HMDB0032460","74096",NA,"CC(=O)OCCCC=C","1"
"HMDB0032391","3-Methyl-3-butenyl acetate","HMDB0032391","78879",NA,"CC(=C)CCOC(=O)C","1"
"HMDB0030330","1-Methoxy-3-methylene-2-pentanone","HMDB0030330","13932051",NA,"CCC(=C)C(=O)COC","1"
"HMDB0059876","NA","NA","NA","NA","NA","0"
"HMDB0040591","NA","NA","NA","NA","NA","0"
"HMDB0145113","NA","NA","NA","NA","NA","0"
"HMDB0145114","NA","NA","NA","NA","NA","0"
"HMDB0145115","NA","NA","NA","NA","NA","0"
"HMDB0145125","NA","NA","NA","NA","NA","0"
"HMDB0145116","NA","NA","NA","NA","NA","0"
"HMDB0094649","2-Amino-heptanoic acid","HMDB0094649","5312965",NA,"CCCCC[C@H](N)C(O)=O","1"
"HMDB0001161","4-Trimethylammoniobutanoic acid","HMDB0001161","134","C01181","C[N+](C)(C)CCCC(=O)O","1"
"HMDB0006831","3-Dehydroxycarnitine","HMDB0006831","725","C05543	","C[N+](C)(C)CCCC(=O)[O-]","1"
"HMDB0000895","Acetylcholine","HMDB0000895","6060","C01996","CC(=O)OCC[N+](C)(C)C","1"
"HMDB0013811","1-Nitroheptane","HMDB0013811",NA,NA,"CCCCCCC[N+](O)=O","1"
"HMDB0041477","NA","NA","NA","NA","NA","0"
"HMDB0031660","Dibutyl sulfide","HMDB0031660","11002",NA,"CCCCSCCCC","1"
"HMDB0168717","NA","NA","NA","NA","NA","0"
"HMDB0168715","NA","NA","NA","NA","NA","0"
"HMDB0168716","NA","NA","NA","NA","NA","0"
"HMDB0168718","NA","NA","NA","NA","NA","0"
"HMDB0062061","NA","NA","NA","NA","NA","0"
"HMDB0030302","2,3,4-Trimethylhexane","HMDB0030302","13533",NA,"CCC(C)C(C)C(C)C","1"
"HMDB0029595","Nonane","HMDB0029595","8141","C02445","CCCCCCCCC","1"
"HMDB0030301","2,2,3,4-Tetramethylpentane","HMDB0030301","14462",NA,"CC(C)C(C)C(C)(C)C","1"
"HMDB0031556","Isononane","HMDB0031556","18591",NA,"CCCCCCC(C)C","1"
"HMDB0031416","3,4-Dimethylheptane","HMDB0031416","13534",NA,"CCCC(C)C(C)CC","1"
"HMDB0062017","NA","NA","NA","NA","NA","0"
"HMDB0062013","NA","NA","NA","NA","NA","0"
"HMDB0240251","NA","NA","NA","NA","NA","0"
"HMDB0061880","NA","NA","NA","NA","NA","0"
"HMDB0059659","Trans-3-hydroxy-L-proline","HMDB0059659","440575","C05147","[H][C@]1(O)CCN[C@]1([H])C(O)=O","1"
"HMDB0002113","3-Hydroxy-L-proline","HMDB0002113","11137200","C04397","C1CN[C@H]([C@H]1O)C(=O)O","1"
"HMDB0000783","Propionylglycine","HMDB0000783","98681",NA,"CCC(=O)NCC(=O)O","1"
"HMDB0000766","N-Acetyl-L-alanine","HMDB0000766","88064",NA,"C[C@@H](C(=O)O)NC(=O)C","1"
"HMDB0000725","4-Hydroxyproline","HMDB0000725","5810","C01157","C1[C@H](CN[C@@H]1C(=O)O)O","1"
"HMDB0036576","NA","NA","NA","NA","NA","0"
"HMDB0001149","5-Aminolevulinic acid","HMDB0001149","137","C00430","C(CC(=O)O)C(=O)CN","1"
"HMDB0002104","L-Glutamic gamma-semialdehyde","HMDB0002104","193305","C01165","C(C[C@@H](C(=O)O)N)C=O","1"
"HMDB0006055","4-Hydroxy-L-proline","HMDB0006055","69248","C01015","C1[C@H](NCC1O)C(=O)O","1"
"HMDB0060460","cis-4-Hydroxy-D-proline","HMDB0060460","440014","C03440","O[C@H]1CN[C@H](C1)C(O)=O","1"
"HMDB0006272","5-Amino-2-oxopentanoic acid","HMDB0006272","439402","C01110","C(CC(=O)C(=O)O)CN","1"
"HMDB0177404","NA","NA","NA","NA","NA","0"
"HMDB0014389","Mesalazine","HMDB0014389","4075",NA,"C1=CC(=C(C=C1N)C(=O)O)O","1"
"HMDB0164041","NA","NA","NA","NA","NA","0"
"HMDB0059749","NA","NA","NA","NA","NA","0"
"HMDB0001972","3-Aminosalicylic acid","HMDB0001972","68443",NA,"C1=CC(=C(C(=C1)N)O)C(=O)O","1"
"HMDB0014378","Aminosalicylic Acid","HMDB0014378","4649","C02518","C1=CC(=C(C=C1N)O)C(=O)O","1"
"HMDB0001476","3-Hydroxyanthranilic acid","HMDB0001476","86","C00632","C1=CC(=C(C(=C1)O)N)C(=O)O","1"
"HMDB0059811","NA","NA","NA","NA","NA","0"
"HMDB0012289","Tetrahydrodipicolinate","HMDB0012289","632","C03972","C1CC(N=C(C1)C(=O)O)C(=O)O","1"
"HMDB0001280","2-Aminomuconic acid semialdehyde","HMDB0001280","5280625","C03824","C(=C\C=O)\C=C(/C(=O)O)\N","1"
"HMDB0031670","1-(Hydroxymethyl)-5,5-dimethyl-2,4-imidazolidinedione","HMDB0031670","67000",NA,"CC1(C(=O)NC(=O)N1CO)C","1"
"HMDB0028696","Alanyl-Serine","HMDB0028696","96821",NA,"CC(N)C(=O)NC(CO)C(O)=O","1"
"HMDB0029032","Serylalanine","HMDB0029032","7009579",NA,"CC(NC(=O)C(N)CO)C(O)=O","1"
"HMDB0145395","NA","NA","NA","NA","NA","0"
"HMDB0029061","Threoninyl-Glycine","HMDB0029061","7010576",NA,"CC(O)C(N)C(=O)NCC(O)=O","1"
"HMDB0028851","Glycyl-Threonine","HMDB0028851","351980",NA,"CC(O)C(NC(=O)CN)C(O)=O","1"
"HMDB0169117","NA","NA","NA","NA","NA","0"
"HMDB0125105","NA","NA","NA","NA","NA","0"
"HMDB0038987","NA","NA","NA","NA","NA","0"
"HMDB0032029","2-Isopropylphenol","HMDB0032029","6943",NA,"CC(C)C1=CC=CC=C1O","1"
"HMDB0032149","1-Methoxy-2,4-dimethylbenzene","HMDB0032149","81221",NA,"CC1=CC(=C(C=C1)OC)C","1"
"HMDB0032625","4-Propylphenol","HMDB0032625","12580","C14311","CCCC1=CC=C(C=C1)O","1"
