"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"HMDB0061944","NA","NA","NA","NA","NA","0"
"HMDB0240298","NA","NA","NA","NA","NA","0"
"HMDB0034778","(2R*,3R*)-1,2,3-Butanetriol","HMDB0034778","20497",NA,"CC(C(CO)O)O","1"
"HMDB0031847","2-Ethyl-3,4-dihydroxyfuran","HMDB0031847","20333861",NA,"CCC1=C(O)C(=O)CO1","1"
"HMDB0062047","NA","NA","NA","NA","NA","0"
"HMDB0040732","NA","NA","NA","NA","NA","0"
"HMDB0033517","5,6-Dihydro-4-methoxy-2H-pyran-2-one","HMDB0033517","15086343",NA,"COC1=CC(=O)OCC1","1"
"HMDB0031306","3-Hydroxy-4,5-dimethyl-2(5H)-furanone","HMDB0031306","62835",NA,"CC1C(=C(C(=O)O1)O)C","1"
"HMDB0040594","NA","NA","NA","NA","NA","0"
"HMDB0031303","Osmundalactone","HMDB0031303","12374456",NA,"CC1OC(=O)C=CC1O","1"
"HMDB0038072","NA","NA","NA","NA","NA","0"
"HMDB0033285","L-erythro-5-(1-Hydroxyethyl)-2(5H)-furanone","HMDB0033285","12374454",NA,"CC(O)C1OC(=O)C=C1","1"
"HMDB0179349","NA","NA","NA","NA","NA","0"
"HMDB0179348","NA","NA","NA","NA","NA","0"
"HMDB0179347","NA","NA","NA","NA","NA","0"
"HMDB0163704","NA","NA","NA","NA","NA","0"
"HMDB0173548","NA","NA","NA","NA","NA","0"
"HMDB0010207","L-Rhamnulose","HMDB0010207","439330","C00861","C[C@@H]([C@H]([C@@H](C(=O)CO)O)O)O","1"
"HMDB0124735","NA","NA","NA","NA","NA","0"
"HMDB0240304","NA","NA","NA","NA","NA","0"
"HMDB0062489","NA","NA","NA","NA","NA","0"
"HMDB0059625","NA","NA","NA","NA","NA","0"
"HMDB0029196","D-Fucose","HMDB0029196","444200","C01018","C[C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O","1"
"HMDB0000174","L-Fucose","HMDB0000174","25310","C01019","C[C@H]1[C@H]([C@H]([C@@H](C(O1)O)O)O)O","1"
"HMDB0059624","NA","NA","NA","NA","NA","0"
"HMDB0033821","2-O-Methyl-D-xylose","HMDB0033821","560157",NA,"COC1C(O)OC(CO)C1O","1"
"HMDB0000849","Rhamnose","HMDB0000849","25310","C00507","C[C@H]1[C@@H]([C@H]([C@H](C(O1)O)O)O)O","1"
"HMDB0003081","Beta-D-Fucose","HMDB0003081","439650","C02095","C[C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O","1"
"HMDB0012327","2-Deoxygalactopyranose","HMDB0012327","439804","C02781","C1[C@H]([C@H]([C@H](OC1O)CO)O)O","1"
"HMDB0002712","1,5-Anhydrosorbitol","HMDB0002712","64960","C07326","C1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O","1"
"HMDB0062477","NA","NA","NA","NA","NA","0"
"HMDB0062498","NA","NA","NA","NA","NA","0"
"HMDB0062499","NA","NA","NA","NA","NA","0"
"HMDB0005876","3-Deoxyfructose","HMDB0005876","3080627",NA,"C([C@@H]([C@@H](CO)O)O)C(=O)CO","1"
"HMDB0060267","L-Fuculose","HMDB0060267","6857362","C01721","[H][C@@](C)(O)[C@@]([H])(O)[C@@]([H])(O)C(=O)CO","1"
"HMDB0033050","Butyl isopropyl disulfide","HMDB0033050","525403",NA,"CCCCSSC(C)C","1"
"HMDB0033051","Butyl propyl disulfide","HMDB0033051","522458",NA,"CCCCSSCCC","1"
"HMDB0039783","NA","NA","NA","NA","NA","0"
"HMDB0132202","NA","NA","NA","NA","NA","0"
"HMDB0041026","NA","NA","NA","NA","NA","0"
"HMDB0041031","NA","NA","NA","NA","NA","0"
"HMDB0060758","NA","NA","NA","NA","NA","0"
"HMDB0240317","NA","NA","NA","NA","NA","0"
"HMDB0013292","p-Methylhippuric acid","HMDB0013292","97479",NA,"CC1=CC=C(C=C1)C(=O)NCC(=O)O","1"
"HMDB0013245","m-Methylhippuric acid","HMDB0013245","99223",NA,"CC1=CC=CC(=C1)C(=O)NCC(=O)O","1"
"HMDB0032388","Methyl n-acetylanthranilate","HMDB0032388","17623","C06332","CC(=O)NC1=CC=CC=C1C(=O)OC","1"
"HMDB0060389","4-Hydroxy-5-phenyltetrahydro-1,3-oxazin-2-one","HMDB0060389","0","C16595","OC1N=C(O)OCC1C1=CC=CC=C1","1"
"HMDB0060366","3-Carbamoyl-2-phenylpropionaldehyde","HMDB0060366","0","C16587","OC(=N)OCC(C=O)C1=CC=CC=C1","1"
"HMDB0011723","2-Methylhippuric acid","HMDB0011723","91637","C01586","CC1=CC=CC=C1C(=O)NCC(=O)O","1"
"HMDB0000859","Methyl hippurate","HMDB0000859","14566",NA,"COC(=O)CNC(=O)C1=CC=CC=C1","1"
"HMDB0000821","Phenylacetylglycine","HMDB0000821","68144","C05598","C1=CC=C(C=C1)CC(=O)NCC(=O)O","1"
"HMDB0162023","NA","NA","NA","NA","NA","0"
"HMDB0162022","NA","NA","NA","NA","NA","0"
"HMDB0162020","NA","NA","NA","NA","NA","0"
"HMDB0034250","Betamipron","HMDB0034250","71651",NA,"C1=CC=C(C=C1)C(=O)NCCC(=O)O","1"
