"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"HMDB0000232","Quinolinic acid","HMDB0000232","1066","C03722","C1=CC(=C(N=C1)C(=O)O)C(=O)O","1"
"HMDB0033161","2,6-Pyridinedicarboxylic acid","HMDB0033161","10367",NA,"C1=CC(=NC(=C1)C(=O)O)C(=O)O","1"
"HMDB0001330","2-Amino-3-carboxymuconic acid semialdehyde","HMDB0001330","5280673","C04409","C(=C\C(=C(/C(=O)O)\N)\C(=O)O)\C=O","1"
"HMDB0062578","NA","NA","NA","NA","NA","0"
"HMDB0185628","NA","NA","NA","NA","NA","0"
"HMDB0060260","NA","NA","NA","NA","NA","0"
"HMDB0001552","2-Keto-glutaramic acid","HMDB0001552","48","C00940","C(CC(=O)N)C(=O)C(=O)O","1"
"HMDB0029416","L-Targinine","HMDB0029416","132862","C03884","CN=C(N)NCCC[C@@H](C(=O)O)N","1"
"HMDB0000670","Homo-L-arginine","HMDB0000670","9085","C01924","C(CCN=C(N)N)C[C@@H](C(=O)O)N","1"
"HMDB0015454","Rasagiline","HMDB0015454","3052776",NA,"C#CCN[C@@H]1CCC2=CC=CC=C12","1"
"HMDB0032926","Polycartine B","HMDB0032926","77623",NA,"C1CCC2=C(C1)N=C3CCCCC3=N2","1"
"HMDB0005973","Dimethyltryptamine","HMDB0005973","6089","C08302","CN(C)CCC1=CNC2=CC=CC=C21","1"
"HMDB0033961","2-(3-Methylbutyl)-1H-pyrrolo[2,3-b]pyridine","HMDB0033961","55272645",NA,"CC(C)CCC1=CC2=C(N1)N=CC=C2","1"
"HMDB0060537","NA","NA","NA","NA","NA","0"
"HMDB0060826","NA","NA","NA","NA","NA","0"
"HMDB0004185","5-Hydroxyindoleacetylglycine","HMDB0004185","440806","C05832","C1=CC2=C(C=C1O)C(=CN2)CC(=O)NCC(=O)O","1"
"HMDB0003066","Chalcone","HMDB0003066","637760","C15589","C1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2","1"
"HMDB0135598","NA","NA","NA","NA","NA","0"
"HMDB0060323","NA","NA","NA","NA","NA","0"
"HMDB0032357","N-Lactoyl ethanolamine phosphate","HMDB0032357","11550267",NA,"CC(C(=O)NCCOP(=O)(O)O)O","1"
"HMDB0155289","NA","NA","NA","NA","NA","0"
"HMDB0060757","NA","NA","NA","NA","NA","0"
"HMDB0000684","L-Kynurenine","HMDB0000684","161166","C00328","C1=CC=C(C(=C1)C(=O)C[C@@H](C(=O)O)N)N","1"
"HMDB0012948","Formyl-5-hydroxykynurenamine","HMDB0012948","440743","C05647","C1=CC(=C(C=C1O)C(=O)CCN)NC=O","1"
"HMDB0014350","Pyrimethamine","HMDB0014350","4993","C07391","CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl","1"
"HMDB0060321","NA","NA","NA","NA","NA","0"
"HMDB0034578","Deterrol stearate","HMDB0034578","57473060",NA,"CCCCCCCCCCCCCCCCCC(=O)OCC1=C2C=C(C=CC(=C2C=C1)C)C(=C)C","1"
"HMDB0030272","Carpaine","HMDB0030272","103019","C10135","CC1C2CCC(N1)CCCCCCCC(=O)OC3CCC(CCCCCCCC(=O)O2)NC3C","1"
