query_mass,compound_id,compound_name,kegg_id,formula,monoisotopic_mass,adduct,adduct_type,adduct_m/z,delta(ppm)
129.0522703,HMDB0061944,Trihydroxybutane,n/a,C4H10O3,106.062994186,M+Na,+,129.052212,0
129.0522703,HMDB0240298,"1,2,4-butanetriol",n/a,C4H10O3,106.062994186,M+Na,+,129.052212,0
129.0522703,HMDB0034778,"(2R*,3R*)-1,2,3-Butanetriol",n/a,C4H10O3,106.062994186,M+Na,+,129.052212,0
129.0522703,HMDB0031847,"2-Ethyl-3,4-dihydroxyfuran",n/a,C6H8O3,128.047344122,M+H,+,129.05462,18
129.0522703,HMDB0062047,"3,4-dimethyloxolane-2,5-dione",n/a,C6H8O3,128.047344118,M+H,+,129.05462,18
129.0522703,HMDB0040732,"2,7-Oxepanedione",n/a,C6H8O3,128.047344122,M+H,+,129.05462,18
129.0522703,HMDB0033517,"5,6-Dihydro-4-methoxy-2H-pyran-2-one",n/a,C6H8O3,128.047344122,M+H,+,129.05462,18
129.0522703,HMDB0031306,"3-Hydroxy-4,5-dimethyl-2(5H)-furanone",n/a,C6H8O3,128.047344122,M+H,+,129.05462,18
129.0522703,HMDB0040594,(±)-Furaneol,n/a,C6H8O3,128.047344122,M+H,+,129.05462,18
129.0522703,HMDB0031303,Osmundalactone,n/a,C6H8O3,128.047344122,M+H,+,129.05462,18
129.0522703,HMDB0038072,xi-5-Acetyltetrahydro-2(3H)-furanone,n/a,C6H8O3,128.047344122,M+H,+,129.05462,18
129.0522703,HMDB0033285,L-erythro-5-(1-Hydroxyethyl)-2(5H)-furanone,n/a,C6H8O3,128.047344122,M+H,+,129.05462,18
129.0522703,HMDB0179349,(2Z)-3-(3-methyloxiran-2-yl)prop-2-enoic acid,n/a,C6H8O3,128.047344118,M+H,+,129.05462,18
129.0522703,HMDB0179348,3-[(1E)-prop-1-en-1-yl]oxirane-2-carboxylic acid,n/a,C6H8O3,128.047344118,M+H,+,129.05462,18
129.0522703,HMDB0179347,"(2Z)-6-hydroxyhexa-2,4-dienoic acid",n/a,C6H8O3,128.047344118,M+H,+,129.05462,18
129.0522703,HMDB0163704,SCHEMBL14439107,n/a,C6H8O3,128.047344118,M+H,+,129.05462,18
129.0522703,HMDB0173548,"2,5-furandimethanol",C20443,C6H8O3,128.047344118,M+H,+,129.05462,18
187.0577926,HMDB0010207,UNII-5HJQ8VCB2N,C00861,C6H12O5,164.068473486,M+Na,+,187.057691,1
187.0577926,HMDB0124735, β-L-fucopyranose,n/a,C6H12O5,164.068473486,M+Na,+,187.057691,1
187.0577926,HMDB0240304,alpha-D-rhamnose,C01684,C6H12O5,164.068473494,M+Na,+,187.057691,1
187.0577926,HMDB0062489,L-Fucose-1P,n/a,C6H12O5,164.068473486,M+Na,+,187.057691,1
187.0577926,HMDB0059625,beta-L-Fucose,n/a,C6H12O5,164.068473494,M+Na,+,187.057691,1
187.0577926,HMDB0029196,D-Fucose,C01018,C6H12O5,164.068473494,M+Na,+,187.057691,1
187.0577926,HMDB0000174,alpha-L-Fucose,C01019,C6H12O5,164.068473494,M+Na,+,187.057691,1
187.0577926,HMDB0059624,alpha-L-Fucose,C01019,C6H12O5,164.068473494,M+Na,+,187.057691,1
187.0577926,HMDB0033821,2-O-Methyl-D-xylose,n/a,C6H12O5,164.068473494,M+Na,+,187.057691,1
187.0577926,HMDB0000849,Rhamnose,C00507,C6H12O5,164.068473494,M+Na,+,187.057691,1
187.0577926,HMDB0003081,beta-D-Fucose,C02095,C6H12O5,164.068473494,M+Na,+,187.057691,1
