"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"HMDB0000123","Glycine","HMDB0000123","750","C00037","C(C(=O)O)N","1"
"HMDB0014691","Acetohydroxamic Acid","HMDB0014691","1990","C06808","CC(=O)NO","1"
"HMDB0031239","Ethyl nitrite","HMDB0031239","8026",NA,"CCON=O","1"
"HMDB0161401","NA","NA","NA","NA","NA","0"
"HMDB0000925","Trimethylamine N-oxide","HMDB0000925","1145","C01104","C[N+](C)(C)[O-]","1"
"HMDB0142449","NA","NA","NA","NA","NA","0"
"HMDB0140038","NA","NA","NA","NA","NA","0"
"HMDB0012136","1-Amino-propan-2-ol","HMDB0012136","4","C05771","CC(CN)O","1"
"HMDB0062143","NA","NA","NA","NA","NA","0"
"HMDB0031558","Methyloxirane","HMDB0031558","6378","C15508","CC1CO1","1"
"HMDB0031652","Allyl alcohol","HMDB0031652","7858","C02001","C=CCO","1"
"HMDB0003366","Propanal","HMDB0003366","527","C00479","CCC=O","1"
"HMDB0001659","Acetone","HMDB0001659","180","C00207","CC(=O)C","1"
"HMDB0000246","Tetrahydrofuran","HMDB0000246","8028",NA,"C1CCOC1","1"
"HMDB0171202","NA","NA","NA","NA","NA","0"
"HMDB0000474","Butanone","HMDB0000474","6569","C02845","CCC(=O)C","1"
"HMDB0003543","Butanal","HMDB0003543","261","C01412","CCCC=O","1"
"HMDB0034431","2,2-Dimethyloxirane","HMDB0034431","11208",NA,"CC1(CO1)C","1"
"HMDB0031324","3-Buten-1-ol","HMDB0031324","69389",NA,"C=CCCO","1"
"HMDB0033858","2-Buten-1-ol","HMDB0033858","643789",NA,"C/C=C\CO","1"
"HMDB0031243","2-Methylpropanal","HMDB0031243","6561","C03219","CC(C)C=O","1"
"HMDB0171604","NA","NA","NA","NA","NA","0"
"HMDB0171603","NA","NA","NA","NA","NA","0"
"HMDB0032231","Dimethylethanolamine","HMDB0032231","7902","C04308","CN(C)CCO","1"
"HMDB0031404","Cyclohexylamine","HMDB0031404","7965","C00571","C1CCC(CC1)N","1"
"HMDB0032416","2-Methylpiperidine","HMDB0032416","7974",NA,"CC1CCCCN1","1"
"HMDB0031544","3-Methylcyclopentene","HMDB0031544","14263",NA,"CC1CCC=C1","1"
"HMDB0062716","NA","NA","NA","NA","NA","0"
"HMDB0033971","2-Diethylaminoethanol","HMDB0033971","7497",NA,"CCN(CC)CCO","1"
"HMDB0000630","Cytosine","HMDB0000630","597","C00380","C1=C(NC(=O)N=C1)N","1"
"HMDB0031335","2-Chloro-1-propanol","HMDB0031335","6566",NA,"CC(CO)Cl","1"
"HMDB0182885","NA","NA","NA","NA","NA","0"
"HMDB0039786","NA","NA","NA","NA","NA","0"
"HMDB0173815","NA","NA","NA","NA","NA","0"
"HMDB0173816","NA","NA","NA","NA","NA","0"
"HMDB0171081","NA","NA","NA","NA","NA","0"
"HMDB0032576","2-Methoxy-1,4-benzoquinone","HMDB0032576","76146",NA,"COC1=CC(=O)C=CC1=O","1"
"HMDB0033812","Sesamol","HMDB0033812","68289","C10832","C1OC2=C(O1)C=C(C=C2)O","1"
"HMDB0059965","NA","NA","NA","NA","NA","0"
"HMDB0032920","alpha-Furyl methyl diketone","HMDB0032920","74038",NA,"CC(=O)C(=O)C1=CC=CO1","1"
"HMDB0171080","NA","NA","NA","NA","NA","0"
"HMDB0062484","NA","NA","NA","NA","NA","0"
"HMDB0004062","Gentisate aldehyde","HMDB0004062","70949","C05585","C1=CC(=C(C=C1O)C=O)O","1"
"HMDB0002466","3-Hydroxybenzoic acid","HMDB0002466","7420","C00587","C1=CC(=CC(=C1)O)C(=O)O","1"
"HMDB0000500","4-Hydroxybenzoic acid","HMDB0000500","135","C00156","C1=CC(=CC=C1C(=O)O)O","1"
"HMDB0001895","Salicylic acid","HMDB0001895","338","C00805","C1=CC=C(C(=C1)C(=O)O)O","1"
"HMDB0035646","Methyl 2-(methylthio)acetate","HMDB0035646","85522","C03173","COC(=O)CSC","1"
"HMDB0001527","3-Methylthiopropionic acid","HMDB0001527","563","C08276","CSCCC(=O)O","1"
"HMDB0112255","NA","NA","NA","NA","NA","0"
"HMDB0126388","NA","NA","NA","NA","NA","0"
"HMDB0166105","NA","NA","NA","NA","NA","0"
"HMDB0125590","NA","NA","NA","NA","NA","0"
"HMDB0168417","NA","NA","NA","NA","NA","0"
"HMDB0168448","NA","NA","NA","NA","NA","0"
"HMDB0041607","NA","NA","NA","NA","NA","0"
"HMDB0004284","Tyrosol","HMDB0004284","10393","C06044","C1=CC(=CC=C1CCO)O","1"
"HMDB0032137","2,6-Dimethyl-1,4-benzenediol","HMDB0032137","69560",NA,"CC1=CC(=CC(=C1O)C)O","1"
"HMDB0040174","NA","NA","NA","NA","NA","0"
"HMDB0040177","NA","NA","NA","NA","NA","0"
"HMDB0032139","1,2-Dimethoxybenzene","HMDB0032139","7043",NA,"COC1=CC=CC=C1OC","1"
"HMDB0032036","4-Ethoxyphenol","HMDB0032036","12150",NA,"CCOC1=CC=C(C=C1)O","1"
"HMDB0039802","NA","NA","NA","NA","NA","0"
"HMDB0029671","1,4-Dimethoxybenzene","HMDB0029671","9016",NA,"COC1=CC=C(C=C1)OC","1"
"HMDB0029672","1,3-Dimethoxybenzene","HMDB0029672","9025",NA,"COC1=CC(=CC=C1)OC","1"
"HMDB0032290","1-(2-Furyl)butan-3-one","HMDB0032290","12780",NA,"CC(=O)CCC1=CC=CO1","1"
"HMDB0168418","NA","NA","NA","NA","NA","0"
"HMDB0032159","2-Acetyl-3,5-dimethylfuran","HMDB0032159","579675",NA,"CC1=CC(=C(O1)C(=O)C)C","1"
"HMDB0029563","3-Acetyl-2,5-dimethylfuran","HMDB0029563","61527",NA,"CC1=CC(=C(O1)C)C(=O)C","1"
"HMDB0032136","2-Methoxy-4-methylphenol","HMDB0032136","7144",NA,"CC1=CC(=C(C=C1)O)OC","1"
"HMDB0034241","4-Methoxybenzyl alcohol","HMDB0034241","7738",NA,"COC1=CC=C(C=C1)CO","1"
"HMDB0029638","4-Methylbenzaldehyde","HMDB0029638","7725","C06758","CC1=CC=C(C=C1)C=O","1"
"HMDB0006236","Phenylacetaldehyde","HMDB0006236","998","C00601","C1=CC=C(C=C1)CC=O","1"
"HMDB0013815","2,3-Dihydrobenzofuran","HMDB0013815","10329",NA,"[H]C1=C([H])C([H])=C2C(OC([H])([H])C2([H])[H])=C1[H]","1"
"HMDB0029637","3-Methylbenzaldehyde","HMDB0029637","12105","C07209","CC1=CC=CC(=C1)C=O","1"
"HMDB0172088","NA","NA","NA","NA","NA","0"
"HMDB0029636","2-Methylbenzaldehyde","HMDB0029636","10722","C07214","CC1=CC=CC=C1C=O","1"
"HMDB0038997","NA","NA","NA","NA","NA","0"
"HMDB0062765","Styrene Oxide","HMDB0062765","7276","C02083","C1OC1C1=CC=CC=C1","1"
"HMDB0004072","4-Hydroxystyrene","HMDB0004072","62453","C05627","C=CC1=CC=C(C=C1)O","1"
"HMDB0124943","NA","NA","NA","NA","NA","0"
"HMDB0033910","Acetophenone","HMDB0033910","7410","C07113","CC(=O)C1=CC=CC=C1","1"
"HMDB0167775","NA","NA","NA","NA","NA","0"
"HMDB0167776","NA","NA","NA","NA","NA","0"
"HMDB0039781","NA","NA","NA","NA","NA","0"
"HMDB0041476","NA","NA","NA","NA","NA","0"
"HMDB0041562","NA","NA","NA","NA","NA","0"
"HMDB0032373","3-Mercapto-2-methyl-1-butanol","HMDB0032373","22327742",NA,"CCC(C)C(O)S","1"
"HMDB0036149","NA","NA","NA","NA","NA","0"
"HMDB0000251","Taurine","HMDB0000251","1123","C00245","C(CS(=O)(=O)O)N","1"
"HMDB0011601","3-Methylcytosine","HMDB0011601","140523",NA,"CN1C(=CC=NC1=O)N","1"
"HMDB0004339","2-O-Methylcytosine","HMDB0004339","160679",NA,"COC1=NC=CC(=N1)N","1"
"HMDB0002894","5-Methylcytosine","HMDB0002894","65040","C02376","CC1=C(NC(=O)N=C1)N","1"
"HMDB0041922","NA","NA","NA","NA","NA","0"
"HMDB0171225","NA","NA","NA","NA","NA","0"
"HMDB0164607","NA","NA","NA","NA","NA","0"
"HMDB0166218","NA","NA","NA","NA","NA","0"
"HMDB0164608","NA","NA","NA","NA","NA","0"
"HMDB0171213","NA","NA","NA","NA","NA","0"
"HMDB0166253","NA","NA","NA","NA","NA","0"
"HMDB0171212","NA","NA","NA","NA","NA","0"
"HMDB0166254","NA","NA","NA","NA","NA","0"
"HMDB0166217","NA","NA","NA","NA","NA","0"
"HMDB0172056","NA","NA","NA","NA","NA","0"
"HMDB0172059","NA","NA","NA","NA","NA","0"
"HMDB0172058","NA","NA","NA","NA","NA","0"
"HMDB0172057","NA","NA","NA","NA","NA","0"
"HMDB0159225","NA","NA","NA","NA","NA","0"
"HMDB0159223","NA","NA","NA","NA","NA","0"
"HMDB0159222","NA","NA","NA","NA","NA","0"
"HMDB0005785","Indole-3-carbinol","HMDB0005785","3712",NA,"C1=CC=C2C(=C1)C(=CN2)CO","1"
"HMDB0030204","1-(2-Furanylmethyl)-1H-pyrrole","HMDB0030204","15037",NA,"C1=CN(C=C1)CC2=CC=CO2","1"
"HMDB0040009","NA","NA","NA","NA","NA","0"
"HMDB0040011","NA","NA","NA","NA","NA","0"
"HMDB0159224","NA","NA","NA","NA","NA","0"
"HMDB0011664","3-Methylene-indolenine","HMDB0011664","170404",NA,"C=C1C=NC2=CC=CC=C12","1"
"HMDB0033731","Quinoline","HMDB0033731","7047","C06413","C1=CC=C2C(=C1)C=CC=N2","1"
"HMDB0034244","Isoquinoline","HMDB0034244","8405","C06323","C1=CC=C2C=NC=CC2=C1","1"
"HMDB0032980","3,4-Dimethylthiophene","HMDB0032980","79089",NA,"CC1=CSC=C1C","1"
"HMDB0032979","2,5-Dimethylthiophene","HMDB0032979","12514",NA,"CC1=CC=C(S1)C","1"
"HMDB0032977","2,3-Dimethylthiophene","HMDB0032977","34295",NA,"CC1=C(SC=C1)C","1"
"HMDB0032978","2,4-Dimethylthiophene","HMDB0032978","34296",NA,"CC1=CC(=CS1)C","1"
"HMDB0035385","3-Ethylthiophene","HMDB0035385","74530",NA,"CCC1=CSC=C1","1"
"HMDB0035384","2-Ethylthiophene","HMDB0035384","13388",NA,"CCC1=CC=CS1","1"
"HMDB0038973","NA","NA","NA","NA","NA","0"
"HMDB0038433","NA","NA","NA","NA","NA","0"
"HMDB0032341","Isoamyl isothiocyanate","HMDB0032341","79086",NA,"CC(C)CCN=C=S","1"
"HMDB0179339","NA","NA","NA","NA","NA","0"
"HMDB0187593","NA","NA","NA","NA","NA","0"
"HMDB0179338","NA","NA","NA","NA","NA","0"
"HMDB0179340","NA","NA","NA","NA","NA","0"
"HMDB0179337","NA","NA","NA","NA","NA","0"
"HMDB0031543","3-Methyl-1,2-cyclopentanedione","HMDB0031543","16211403",NA,"CC1CCC(=O)C1=O.CC1=C(C(=O)CC1)O","1"
"HMDB0032233","2,5-Dimethyl-3(2H)-furanone","HMDB0032233","85730",NA,"CC1C(=O)C=C(O1)C","1"
"HMDB0034247","2-(Methoxymethyl)furan","HMDB0034247","61661",NA,"COCC1=CC=CO1","1"
"HMDB0039778","NA","NA","NA","NA","NA","0"
"HMDB0029581","(2E,4E)-2,4-Hexadienoic acid","HMDB0029581","643460",NA,"C/C=C/C=C/C(=O)O","1"
"HMDB0031344","1,2-Cyclohexanedione","HMDB0031344","0","C06105","O=C1CCCCC1=O","1"
"HMDB0031759","(E)-4-Oxo-2-hexen-1-al","HMDB0031759","6365145",NA,"CCC(=O)/C=C/C=O","1"
"HMDB0001164","trans-1,2-Dihydrobenzene-1,2-diol","HMDB0001164","149186","C04221","C1=C[C@H]([C@@H](C=C1)O)O","1"
"HMDB0040260","NA","NA","NA","NA","NA","0"
"HMDB0033569","Syoyualdehyde","HMDB0033569","12281547",NA,"C/C(=C/C=O)/C(=O)C","1"
"HMDB0029444","2-Pyrrolidineacetic acid","HMDB0029444","123784",NA,"C1CC(NC1)CC(=O)O","1"
"HMDB0094697","NA","NA","NA","NA","NA","0"
"HMDB0059649","NA","NA","NA","NA","NA","0"
"HMDB0015212","Vigabatrin","HMDB0015212","5665","C07500","C=CC(CCC(=O)O)N","1"
"HMDB0062225","NA","NA","NA","NA","NA","0"
"HMDB0000070","Pipecolic acid","HMDB0000070","849","C00408","C1CCNC(C1)C(=O)O","1"
"HMDB0062767","NA","NA","NA","NA","NA","0"
"HMDB0004226","N4-Acetylaminobutanal","HMDB0004226","440850","C05936","CC(=O)NCCCC=O","1"
"HMDB0005960","D-Pipecolic acid","HMDB0005960","736316",NA,"C1CCN[C@H](C1)C(=O)O","1"
"HMDB0000716","L-Pipecolic acid","HMDB0000716","439227","C00408","C1CCN[C@@H](C1)C(=O)O","1"
"HMDB0029435","L-trans-4-Methyl-2-pyrrolidinecarboxylic acid","HMDB0029435","352051",NA,"CC1CC(NC1)C(=O)O","1"
"HMDB0094696","N-Methyl-proline","HMDB0094696","643474",NA,"CN1CCC[C@H]1C(O)=O","1"
"HMDB0033453","Fagomine","HMDB0033453","72259","C10144","C1CN[C@@H]([C@H]([C@@H]1O)O)CO","1"
"HMDB0142963","NA","NA","NA","NA","NA","0"
"HMDB0168724","NA","NA","NA","NA","NA","0"
"HMDB0168723","NA","NA","NA","NA","NA","0"
"HMDB0061157","NA","NA","NA","NA","NA","0"
"HMDB0029449","(2R,3R,4R)-2-Amino-4-hydroxy-3-methylpentanoic acid","HMDB0029449","354197",NA,"CC(C(C)O)C(C(=O)O)N","1"
"HMDB0031537","3-Methylcyclohexanethiol","HMDB0031537","21259899",NA,"CC1CCCC(C1)S","1"
