"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"HMDB0014633","Buspirone","HMDB0014633","2477","C06861","C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4","1"
"HMDB0030844","6,7-Dimethoxy-7-epirosmanol","HMDB0030844","131751086",NA,"COC1C2=C(C(O)=C(O)C(=C2)C(C)C)C23CCCC(C)(C)C2C1(OC)OC3=O","1"
"HMDB0031933","11,12-Dihydroxy-7,14-dimethoxy-8,11,13-abietatrien-20,6-olide","HMDB0031933","76401227",NA,"COC1C2OC(=O)C3(CCCC(C)(C)C23)C2=C1C(OC)=C(C(C)C)C(O)=C2O","1"
"HMDB0035922","Nigakihemiacetal B","HMDB0035922","283906","C08771","CC1C=C(C(=O)C2(C1CC3C4(C2C(=O)C(=C(C4CC(O3)O)C)OC)C)C)OC","1"
"HMDB0035206","Bakkenolide B","HMDB0035206","101289733",NA,"[H][C@@]12[C@@H](OC(C)=O)[C@@]3(C[C@]1(C)[C@@H](C)CC[C@@H]2OC(=O)C(\C)=C\C)C(=C)COC3=O","1"
"HMDB0240335","NA","NA","NA","NA","NA","0"
"HMDB0240334","NA","NA","NA","NA","NA","0"
"HMDB0173904","NA","NA","NA","NA","NA","0"
"HMDB0173896","NA","NA","NA","NA","NA","0"
"HMDB0173898","NA","NA","NA","NA","NA","0"
"HMDB0173900","NA","NA","NA","NA","NA","0"
"HMDB0173906","NA","NA","NA","NA","NA","0"
"HMDB0173912","NA","NA","NA","NA","NA","0"
"HMDB0173914","NA","NA","NA","NA","NA","0"
"HMDB0173902","NA","NA","NA","NA","NA","0"
"HMDB0161139","NA","NA","NA","NA","NA","0"
"HMDB0062332","NA","NA","NA","NA","NA","0"
"HMDB0062325","NA","NA","NA","NA","NA","0"
"HMDB0059725","NA","NA","NA","NA","NA","0"
"HMDB0140036","NA","NA","NA","NA","NA","0"
"HMDB0035091","beta-Citraurin","HMDB0035091","131751663",NA,"C\C(C=O)=C/C=C/C(/C)=C/C=C/C=C(\C)/C=C/C=C(/C)\C=C\C1=C(C)CC(O)CC1(C)C","1"
"HMDB0036885","NA","NA","NA","NA","NA","0"
"HMDB0030898","(22E, 24x)-Ergosta-4,6,8,22-tetraen-3-one","HMDB0030898","12943211",NA,"CC(C)C(C)\C=C\C(C)C1CCC2C3=C(CCC12C)C1(C)CCC(=O)C=C1C=C3","1"
"HMDB0000637","Chenodeoxycholic acid glycine conjugate","HMDB0000637","22833540","C05466","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CCC2[C@@]1(CCC3C2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB0000708","Glycoursodeoxycholic acid","HMDB0000708","12310288",NA,"C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB0184641","NA","NA","NA","NA","NA","0"
"HMDB0161140","NA","NA","NA","NA","NA","0"
"HMDB0006898","Chenodeoxyglycocholic acid","HMDB0006898","53477907","C05462","CC(CCC(=O)NCC(=O)O)C1CCC2[C@@]1(CCC3C2[C@@H](CC4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB0161141","NA","NA","NA","NA","NA","0"
"HMDB0000631","Deoxycholic acid glycine conjugate","HMDB0000631","3035026","C05464","C[C@H](CCC(=O)NCC(=O)O)[C@H]1CCC2[C@@]1([C@H](CC3C2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C","1"
"HMDB0173224","NA","NA","NA","NA","NA","0"
"HMDB0173223","NA","NA","NA","NA","NA","0"
"HMDB0173227","NA","NA","NA","NA","NA","0"
"HMDB0173228","NA","NA","NA","NA","NA","0"
"HMDB0173226","NA","NA","NA","NA","NA","0"
"HMDB0173225","NA","NA","NA","NA","NA","0"
"HMDB0012516","11'-Carboxy-alpha-tocotrienol","HMDB0012516","53481452",NA,"CC1=C(C(=C2CC[C@@](OC2=C1C)(C)CC/C=C(\C)/CC/C=C(\C)/CCC(=O)O)C)O","1"
"HMDB0030140","Adlupulone","HMDB0030140",NA,NA,"CCC(C)C(=O)C1=C(O)C(CC=C(C)C)C(=O)C(CC=C(C)C)(CC=C(C)C)C1=O","1"
"HMDB0030041","Lupulone","HMDB0030041","51397980","C10706","CC(C)CC(=O)C1=C(C(C(=O)C(C1=O)CC=C(C)C)(CC=C(C)C)CC=C(C)C)O","1"
"HMDB0173017","NA","NA","NA","NA","NA","0"
"HMDB0030554","epsilon-Tocopherol","HMDB0030554","9844470","C14154","CC1=CC(=C(C2=C1OC(CC2)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)C)O","1"
"HMDB0037380","NA","NA","NA","NA","NA","0"
"HMDB0173018","NA","NA","NA","NA","NA","0"
"HMDB0012958","Gamma-Tocotrienol","HMDB0012958","5282349","C14155","CC1=C(C=C2CC[C@@](OC2=C1C)(C)CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O","1"
"HMDB0032106","(3beta,22E,24R)-3-Hydroxyergosta-5,8,22-trien-7-one","HMDB0032106","131751258",NA,"CC(C)C(C)\C=C\C(C)C1CCC2C3=C(CCC12C)C1(C)CCC(O)CC1=CC3=O","1"
"HMDB0015073","Salmeterol","HMDB0015073","5152","C07241","C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O","1"
