"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"HMDB0165479","NA","NA","NA","NA","NA","0"
"HMDB0036458","1-Aminocyclopropanecarboxylic acid","HMDB0036458","535","C01234","NC1(CC1)C(O)=O","1"
"HMDB0029615","(S)-2-Azetidinecarboxylic acid","HMDB0029615","17288",NA,"C1CNC1C(=O)O","1"
"HMDB0029387","L-3-Aminodihydro-2(3H)-furanone","HMDB0029387","73509","C02926","C1COC(=O)C1N","1"
"HMDB0015671","Ammonium lactate","HMDB0015671","62358",NA,"CC(C(=O)[O-])O.[NH4+]","1"
"HMDB0000161","L-Alanine","HMDB0000161","5950","C00041","C[C@@H](C(=O)O)N","1"
"HMDB0061370","NA","NA","NA","NA","NA","0"
"HMDB0154887","NA","NA","NA","NA","NA","0"
"HMDB0000056","Beta-Alanine","HMDB0000056","239","C00099","C(CN)C(=O)O","1"
"HMDB0031219","Ethyl carbamate","HMDB0031219","5641","C01537","CCOC(=O)N","1"
"HMDB0000271","Sarcosine","HMDB0000271","1088","C00213","CNCC(=O)O","1"
"HMDB0001310","D-Alanine","HMDB0001310","71080","C00133","C[C@H](C(=O)O)N","1"
"HMDB0062251","(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)","HMDB0062251","602","C01401","CC(N)C(O)=O","1"
"HMDB0006112","Malondialdehyde","HMDB0006112","10964","C19440","C(C=O)C=O","1"
"HMDB0031647","Acrylic acid","HMDB0031647","6581","C19501","C=CC(=O)O","1"
"HMDB0001167","Pyruvaldehyde","HMDB0001167","880","C00546","CC(=O)C=O","1"
"HMDB0061359","NA","NA","NA","NA","NA","0"
"HMDB0031339","1-Cyano-2-hydroxy-3-butene","HMDB0031339","91586",NA,"C=CC(CC#N)O","1"
"HMDB0177062","NA","NA","NA","NA","NA","0"
"HMDB0167284","NA","NA","NA","NA","NA","0"
"HMDB0032970","4,5-Dimethyloxazole","HMDB0032970","30214",NA,"CC1=C(OC=N1)C","1"
"HMDB0032968","2,4-Dimethyloxazole","HMDB0032968","138961",NA,"CC1=COC(=N1)C","1"
"HMDB0032969","2,5-Dimethyloxazole","HMDB0032969","89961",NA,"CC1=CN=C(O1)C","1"
"HMDB0167283","NA","NA","NA","NA","NA","0"
"HMDB0167281","NA","NA","NA","NA","NA","0"
"HMDB0167282","NA","NA","NA","NA","NA","0"
"HMDB0177063","NA","NA","NA","NA","NA","0"
"HMDB0179973","NA","NA","NA","NA","NA","0"
"HMDB0003411","D-Proline","HMDB0003411","8988","C00763","C1C[C@@H](NC1)C(=O)O","1"
"HMDB0030409","4-Amino-2-methylenebutanoic acid","HMDB0030409","5318003",NA,"C=C(CCN)C(=O)O","1"
"HMDB0034208","Pterolactam","HMDB0034208","181561",NA,"COC1CCC(=O)N1","1"
"HMDB0012880","Acetamidopropanal","HMDB0012880","5460495","C18170","CC(=O)NCCC=O","1"
"HMDB0000162","L-Proline","HMDB0000162","145742","C00148","C1C[C@H](NC1)C(=O)O","1"
"HMDB0038175","NA","NA","NA","NA","NA","0"
"HMDB0004230","Pyrrole-2-carboxylic acid","HMDB0004230","12473","C05942","C1=CNC(=C1)C(=O)O","1"
"HMDB0062183","NA","NA","NA","NA","NA","0"
"HMDB0002393","N-Methyl-D-aspartic acid","HMDB0002393","22880","C12269","CN[C@H](CC(=O)O)C(=O)O","1"
"HMDB0003011","O-Acetylserine","HMDB0003011","99478","C00979","CC(=O)OC[C@@H](C(=O)O)N","1"
"HMDB0003339","D-Glutamic acid","HMDB0003339","23327","C00217","C(CC(=O)O)[C@H](C(=O)O)N","1"
"HMDB0006556","L-4-Hydroxyglutamate semialdehyde","HMDB0006556","440851","C05938","C([C@H](C=O)O)[C@@H](C(=O)O)N","1"
"HMDB0060475","DL-Glutamate","HMDB0060475","611","C00302","NC(CCC(O)=O)C(O)=O","1"
"HMDB0033550","3-(Carboxymethylamino)propanoic acid","HMDB0033550","281622",NA,"C(CNCC(=O)O)C(=O)O","1"
"HMDB0002931","N-Acetylserine","HMDB0002931","65249",NA,"CC(=O)N[C@@H](CO)C(=O)O","1"
"HMDB0000148","L-Glutamic acid","HMDB0000148","33032","C00025","C(CC(=O)O)[C@@H](C(=O)O)N","1"
"HMDB0156263","NA","NA","NA","NA","NA","0"
"HMDB0000634","Citraconic acid","HMDB0000634","643798","C02226","C/C(=C/C(=O)O)/C(=O)O","1"
"HMDB0060365","2,5-Dioxopentanoate","HMDB0060365","523","C00433","OC(=O)C(=O)CCC=O","1"
"HMDB0000620","Glutaconic acid","HMDB0000620","5280498","C02214","C(/C=C/C(=O)O)C(=O)O","1"
"HMDB0061185","NA","NA","NA","NA","NA","0"
"HMDB0033809","Methyl hydrogen fumarate","HMDB0033809","5354456",NA,"COC(=O)/C=C\C(=O)O","1"
"HMDB0013233","Gamma-delta-Dioxovaleric acid","HMDB0013233","119412","C02800","C(CC(=O)O)C(=O)C=O","1"
"HMDB0059743","NA","NA","NA","NA","NA","0"
"HMDB0000749","Mesaconic acid","HMDB0000749","643798","C01732","C/C(=C\C(=O)O)/C(=O)O","1"
"HMDB0002092","Itaconic acid","HMDB0002092","811","C00490","C=C(CC(=O)O)C(=O)O","1"
"HMDB0000897","7-Methylguanine","HMDB0000897","11361","C02242","CN1C=NC2=C1C(=O)N=C(N2)N","1"
"HMDB0001566","3-Methylguanine","HMDB0001566","76292","C02230","CN1C2=C(C(=O)N=C1N)NC=N2","1"
"HMDB0003282","1-Methylguanine","HMDB0003282","70315","C04152","CN1C(=O)C2=C(N=CN2)N=C1N","1"
"HMDB0006040","N2-Methylguanine","HMDB0006040","24828","C04153","CNC1=NC(=O)C2=C(N1)N=CN2","1"
"HMDB0060460","cis-4-Hydroxy-D-proline","HMDB0060460","440014","C03440","O[C@H]1CN[C@H](C1)C(O)=O","1"
"HMDB0240251","NA","NA","NA","NA","NA","0"
"HMDB0061880","N-Acetyl-beta-alanine","HMDB0061880","76406","C01073","CC(=O)NCCC(O)=O","1"
"HMDB0059659","Trans-3-hydroxy-L-proline","HMDB0059659","440575","C05147","[H][C@]1(O)CCN[C@]1([H])C(O)=O","1"
"HMDB0001149","5-Aminolevulinic acid","HMDB0001149","137","C00430","C(CC(=O)O)C(=O)CN","1"
"HMDB0002104","L-Glutamic gamma-semialdehyde","HMDB0002104","193305","C01165","C(C[C@@H](C(=O)O)N)C=O","1"
"HMDB0000725","4-Hydroxyproline","HMDB0000725","5810","C01157","C1[C@H](CN[C@@H]1C(=O)O)O","1"
"HMDB0036576","NA","NA","NA","NA","NA","0"
"HMDB0000766","N-Acetyl-L-alanine","HMDB0000766","88064",NA,"C[C@@H](C(=O)O)NC(=O)C","1"
"HMDB0000783","Propionylglycine","HMDB0000783","98681",NA,"CCC(=O)NCC(=O)O","1"
"HMDB0006272","5-Amino-2-oxopentanoic acid","HMDB0006272","439402","C01110","C(CC(=O)C(=O)O)CN","1"
"HMDB0006055","4-Hydroxy-L-proline","HMDB0006055","69248","C01015","C1[C@H](NCC1O)C(=O)O","1"
"HMDB0002113","3-Hydroxy-L-proline","HMDB0002113","11137200","C04397","C1CN[C@H]([C@H]1O)C(=O)O","1"
"HMDB0164041","NA","NA","NA","NA","NA","0"
"HMDB0177404","NA","NA","NA","NA","NA","0"
"HMDB0059749","NA","NA","NA","NA","NA","0"
"HMDB0014389","Mesalazine","HMDB0014389","4075",NA,"C1=CC(=C(C=C1N)C(=O)O)O","1"
"HMDB0001476","3-Hydroxyanthranilic acid","HMDB0001476","86","C00632","C1=CC(=C(C(=C1)O)N)C(=O)O","1"
"HMDB0059811","NA","NA","NA","NA","NA","0"
"HMDB0001972","3-Aminosalicylic acid","HMDB0001972","68443",NA,"C1=CC(=C(C(=C1)N)O)C(=O)O","1"
"HMDB0014378","Aminosalicylic Acid","HMDB0014378","4649","C02518","C1=CC(=C(C=C1N)O)C(=O)O","1"
"HMDB0062774","NA","NA","NA","NA","NA","0"
"HMDB0125104","NA","NA","NA","NA","NA","0"
"HMDB0062605","NA","NA","NA","NA","NA","0"
"HMDB0166606","NA","NA","NA","NA","NA","0"
"HMDB0150720","NA","NA","NA","NA","NA","0"
"HMDB0150718","NA","NA","NA","NA","NA","0"
"HMDB0150717","NA","NA","NA","NA","NA","0"
"HMDB0150719","NA","NA","NA","NA","NA","0"
"HMDB0150716","NA","NA","NA","NA","NA","0"
"HMDB0150715","NA","NA","NA","NA","NA","0"
"HMDB0141767","NA","NA","NA","NA","NA","0"
"HMDB0141768","NA","NA","NA","NA","NA","0"
"HMDB0134031","NA","NA","NA","NA","NA","0"
"HMDB0134030","NA","NA","NA","NA","NA","0"
"HMDB0134029","NA","NA","NA","NA","NA","0"
"HMDB0129375","NA","NA","NA","NA","NA","0"
"HMDB0128076","NA","NA","NA","NA","NA","0"
"HMDB0062655","Cis-2-coumarate","HMDB0062655","11968",NA,"[H]\C(=C(/[H])C1=CC=CC=C1[O-])C(O)=O","1"
"HMDB0134028","NA","NA","NA","NA","NA","0"
"HMDB0001713","m-Coumaric acid","HMDB0001713","637541","C12621","C1=CC(=CC(=C1)O)/C=C/C(=O)O","1"
"HMDB0062148","NA","NA","NA","NA","NA","0"
