"Query","Match","HMDB","PubChem","KEGG","SMILES","Comment"
"HMDB0000123","Glycine","HMDB0000123","750","C00037","C(C(=O)O)N","1"
"HMDB0014691","Acetohydroxamic Acid","HMDB0014691","1990","C06808","CC(=O)NO","1"
"HMDB0031239","Ethyl nitrite","HMDB0031239","8026",NA,"CCON=O","1"
"HMDB0161401","NA","NA","NA","NA","NA","0"
"HMDB0001858","p-Cresol","HMDB0001858","2879","C01468","CC1=CC=C(C=C1)O","1"
"HMDB0033895","Anisole","HMDB0033895","7519","C01403","COC1=CC=CC=C1","1"
"HMDB0003119","Benzyl alcohol","HMDB0003119","244","C03485","C1=CC=C(C=C1)CO","1"
"HMDB0002055","o-Cresol","HMDB0002055","335","C01542","CC1=CC=CC=C1O","1"
"HMDB0002048","m-Cresol","HMDB0002048","342","C01467","CC1=CC(=CC=C1)O","1"
"HMDB0004983","Dimethyl sulfone","HMDB0004983","6213","C11142","CS(=O)(=O)C","1"
"HMDB0144632","NA","NA","NA","NA","NA","0"
"HMDB0062140","NA","NA","NA","NA","NA","0"
"HMDB0034203","N-(2-Methylpropyl)acetamide","HMDB0034203","137071",NA,"CC(C)CNC(=O)C","1"
"HMDB0031651","N-(3-Methylbutyl)acetamide","HMDB0031651","98643",NA,"CC(C)CCNC(=O)C","1"
"HMDB0062041","NA","NA","NA","NA","NA","0"
"HMDB0012296","Trimethylaminoacetone","HMDB0012296","151806",NA,"CC(=O)C[N+](C)(C)C","1"
"HMDB0031404","Cyclohexylamine","HMDB0031404","7965","C00571","C1CCC(CC1)N","1"
"HMDB0032416","2-Methylpiperidine","HMDB0032416","7974",NA,"CC1CCCCN1","1"
"HMDB0031544","3-Methylcyclopentene","HMDB0031544","14263",NA,"CC1CCC=C1","1"
"HMDB0062716","NA","NA","NA","NA","NA","0"
"HMDB0033971","2-Diethylaminoethanol","HMDB0033971","7497",NA,"CCN(CC)CCO","1"
"HMDB0167366","NA","NA","NA","NA","NA","0"
"HMDB0094692","NA","NA","NA","NA","NA","0"
"HMDB0041945","NA","NA","NA","NA","NA","0"
"HMDB0167367","NA","NA","NA","NA","NA","0"
"HMDB0167365","NA","NA","NA","NA","NA","0"
"HMDB0240305","NA","NA","NA","NA","NA","0"
"HMDB0031654","3-Aminobutanoic acid","HMDB0031654","10932",NA,"CC(CC(=O)O)N","1"
"HMDB0094693","NA","NA","NA","NA","NA","0"
"HMDB0002166","(S)-b-aminoisobutyric acid","HMDB0002166","439434","C03284","C[C@@H](CN)C(=O)O","1"
"HMDB0000452","L-Alpha-aminobutyric acid","HMDB0000452","80283","C02356","CC[C@@H](C(=O)O)N","1"
"HMDB0002299","(R)-b-aminoisobutyric acid","HMDB0002299","5459822","C01205","C[C@H](CN)C(=O)O","1"
"HMDB0001906","2-Aminoisobutyric acid","HMDB0001906","6119","C03665","CC(C)(C(=O)O)N","1"
"HMDB0003911","3-Aminoisobutanoic acid","HMDB0003911","64956","C05145","CC(CN)C(=O)O","1"
"HMDB0000112","Gamma-Aminobutyric acid","HMDB0000112","223130","C00334","C(CC(=O)O)CN","1"
"HMDB0038394","NA","NA","NA","NA","NA","0"
"HMDB0031329","Butyl nitrite","HMDB0031329","10996",NA,"CCCCON=O","1"
"HMDB0000092","Dimethylglycine","HMDB0000092","673","C01026","CN(C)CC(=O)O","1"
"HMDB0000650","D-Alpha-aminobutyric acid","HMDB0000650","439691","C02261","CC[C@H](C(=O)O)N","1"
"HMDB0061050","NA","NA","NA","NA","NA","0"
"HMDB0167139","NA","NA","NA","NA","NA","0"
"HMDB0167138","NA","NA","NA","NA","NA","0"
"HMDB0000549","Gamma-Butyrolactone","HMDB0000549","7302","C01770","C1CC(=O)OC1","1"
"HMDB0002523","Oxolan-3-one","HMDB0002523","529392",NA,"C1COCC1=O","1"
"HMDB0003407","Diacetyl","HMDB0003407","650","C00741","CC(=O)C(=O)C","1"
"HMDB0031209","Ethenyl acetate","HMDB0031209","7904","C19309","CC(=O)OC=C","1"
"HMDB0034439","Isocrotonic acid","HMDB0034439","643792",NA,"C/C=C\C(=O)O","1"
"HMDB0033977","Methyl acrylate","HMDB0033977","7294","C19443","COC(=O)C=C","1"
"HMDB0174868","NA","NA","NA","NA","NA","0"
"HMDB0010720","But-2-enoic acid","HMDB0010720","637090","C01771","C/C=C/C(=O)O","1"
"HMDB0240288","NA","NA","NA","NA","NA","0"
"HMDB0161316","NA","NA","NA","NA","NA","0"
"HMDB0002994","Erythritol","HMDB0002994","222285","C00503","C([C@H]([C@H](CO)O)O)O","1"
"HMDB0004136","D-Threitol","HMDB0004136","222285","C16884","C([C@H]([C@@H](CO)O)O)O","1"
"HMDB0094689","NA","NA","NA","NA","NA","0"
"HMDB0165469","NA","NA","NA","NA","NA","0"
"HMDB0165470","NA","NA","NA","NA","NA","0"
"HMDB0062640","NA","NA","NA","NA","NA","0"
"HMDB0126088","NA","NA","NA","NA","NA","0"
"HMDB0000710","4-Hydroxybutyric acid","HMDB0000710","10413","C01991","C(CC(=O)O)CO","1"
"HMDB0000442","(S)-3-Hydroxybutyric acid","HMDB0000442","94318","C03197","C[C@@H](CC(=O)O)O","1"
"HMDB0000357","3-Hydroxybutyric acid","HMDB0000357","441","C01089","CC(CC(=O)O)O","1"
"HMDB0000336","(R)-3-Hydroxyisobutyric acid","HMDB0000336","11217234",NA,"C[C@H](CO)C(=O)O","1"
"HMDB0000011","(R)-3-Hydroxybutyric acid","HMDB0000011","92135","C01089","C[C@H](CC(=O)O)O","1"
"HMDB0000023","(S)-3-Hydroxyisobutyric acid","HMDB0000023","87","C06001","C[C@@H](CO)C(=O)O","1"
"HMDB0000729","Alpha-Hydroxyisobutyric acid","HMDB0000729","11671",NA,"CC(C)(C(=O)O)O","1"
"HMDB0031212","Ethoxyacetic acid","HMDB0031212","12301",NA,"CCOCC(=O)O","1"
"HMDB0059748","NA","NA","NA","NA","NA","0"
"HMDB0000008","2-Hydroxybutyric acid","HMDB0000008","11266","C05984","CCC(C(=O)O)O","1"
"HMDB0015507","Gamma Hydroxybutyric Acid","HMDB0015507","3037032","C00989","C(CC(=O)[O-])CO","1"
"HMDB0000630","Cytosine","HMDB0000630","597","C00380","C1=C(NC(=O)N=C1)N","1"
"HMDB0031335","2-Chloro-1-propanol","HMDB0031335","6566",NA,"CC(CO)Cl","1"
"HMDB0163354","NA","NA","NA","NA","NA","0"
"HMDB0163353","NA","NA","NA","NA","NA","0"
"HMDB0163351","NA","NA","NA","NA","NA","0"
"HMDB0163350","NA","NA","NA","NA","NA","0"
"HMDB0163352","NA","NA","NA","NA","NA","0"
"HMDB0163702","NA","NA","NA","NA","NA","0"
"HMDB0179351","NA","NA","NA","NA","NA","0"
"HMDB0179346","NA","NA","NA","NA","NA","0"
"HMDB0179345","NA","NA","NA","NA","NA","0"
"HMDB0179344","NA","NA","NA","NA","NA","0"
"HMDB0179343","NA","NA","NA","NA","NA","0"
"HMDB0179342","NA","NA","NA","NA","NA","0"
"HMDB0179341","NA","NA","NA","NA","NA","0"
"HMDB0169695","NA","NA","NA","NA","NA","0"
"HMDB0169664","NA","NA","NA","NA","NA","0"
"HMDB0165583","NA","NA","NA","NA","NA","0"
"HMDB0165582","NA","NA","NA","NA","NA","0"
"HMDB0165581","NA","NA","NA","NA","NA","0"
"HMDB0165584","NA","NA","NA","NA","NA","0"
"HMDB0163703","NA","NA","NA","NA","NA","0"
"HMDB0000453","Delta-Hexanolactone","HMDB0000453","13204",NA,"CC1CCCC(=O)O1","1"
"HMDB0060476","epsilon-Caprolactone","HMDB0060476","10401","C01880","O=C1CCCCCO1","1"
"HMDB0032490","Prenyl formate","HMDB0032490","110373",NA,"CC(=CCOC=O)C","1"
"HMDB0039581","NA","NA","NA","NA","NA","0"
"HMDB0031158","2-Methyl-4-pentenoic acid","HMDB0031158","549519",NA,"CC(CC=C)C(=O)O","1"
"HMDB0031562","2-Methyl-3-pentenoic acid","HMDB0031562","71587183",NA,"C\C=C/C(C)C(O)=O","1"
"HMDB0031559","4-Methyl-2,3-pentanedione","HMDB0031559","24115",NA,"CC(C)C(=O)C(=O)C","1"
"HMDB0031491","2,3-Hexanedione","HMDB0031491","19707",NA,"CCCC(=O)C(=O)C","1"
"HMDB0031560","2-Methyl-2-pentenoic acid","HMDB0031560","6436344",NA,"CC/C=C(/C)\C(=O)O","1"
"HMDB0031501","3-Hexenoic acid","HMDB0031501","5355152",NA,"CC/C=C\CC(=O)O","1"
"HMDB0029487","Allyl propionate","HMDB0029487","61319",NA,"CCC(=O)OCC=C","1"
"HMDB0033568","5-Oxohexanal","HMDB0033568","10953466",NA,"CC(=O)CCCC=O","1"
"HMDB0040328","NA","NA","NA","NA","NA","0"
"HMDB0031492","3,4-Hexanedione","HMDB0031492","62539",NA,"CCC(=O)C(=O)CC","1"
"HMDB0031561","4-Methyl-2-pentenoic acid","HMDB0031561","12216200",NA,"CC(C)/C=C\C(=O)O","1"
"HMDB0010719","trans-Hex-2-enoic acid","HMDB0010719","5282707",NA,"CCC/C=C/C(=O)O","1"
"HMDB0003843","Gamma-Caprolactone","HMDB0003843","12756",NA,"CCC1CCC(=O)O1","1"
"HMDB0240384","NA","NA","NA","NA","NA","0"
"HMDB0061929","NA","NA","NA","NA","NA","0"
"HMDB0061965","NA","NA","NA","NA","NA","0"
"HMDB0062135","NA","NA","NA","NA","NA","0"
"HMDB0161115","NA","NA","NA","NA","NA","0"
"HMDB0161116","NA","NA","NA","NA","NA","0"
"HMDB0163679","NA","NA","NA","NA","NA","0"
"HMDB0061652","3-hydroxyhexanoic acid","HMDB0061652","11829482",NA,"CCC[C@H](O)CC(O)=O","1"
"HMDB0171222","NA","NA","NA","NA","NA","0"
"HMDB0165042","NA","NA","NA","NA","NA","0"
"HMDB0165043","NA","NA","NA","NA","NA","0"
"HMDB0165041","NA","NA","NA","NA","NA","0"
"HMDB0163682","NA","NA","NA","NA","NA","0"
"HMDB0163680","NA","NA","NA","NA","NA","0"
"HMDB0163681","NA","NA","NA","NA","NA","0"
"HMDB0000317","2-Hydroxy-3-methylpentanoic acid","HMDB0000317","10796774",NA,"CC[C@@H](C)[C@H](C(=O)O)O","1"
"HMDB0000409","(5R)-5-Hydroxyhexanoic acid","HMDB0000409","7131043",NA,"C[C@H](CCCC(=O)O)O","1"
"HMDB0032158","(+/-)-1-Acetoxy-1-ethoxyethane","HMDB0032158","97895",NA,"CCOC(C)OC(=O)C","1"
"HMDB0000624","D-Leucic acid","HMDB0000624","439960","C03264","CC(C)C[C@H](C(=O)O)O","1"
"HMDB0000665","Leucinic acid","HMDB0000665","92779",NA,"CC(C)CC(C(=O)O)O","1"
"HMDB0000746","Hydroxyisocaproic acid","HMDB0000746","83697",NA,"CC(C)C[C@@H](C(=O)O)O","1"
"HMDB0000525","5-Hydroxyhexanoic acid","HMDB0000525","170748",NA,"CC(CCCC(=O)O)O","1"
"HMDB0001624","2-Hydroxycaproic acid","HMDB0001624","99824",NA,"CCCCC(C(=O)O)O","1"
"HMDB0001975","2-Ethyl-2-Hydroxybutyric acid","HMDB0001975","77199",NA,"CCC(CC)(C(=O)O)O","1"
"HMDB0010718","(R)-3-Hydroxyhexanoic acid","HMDB0010718","10197713",NA,"CCC[C@H](CC(=O)O)O","1"
"HMDB0012843","6-Hydroxyhexanoic acid","HMDB0012843","14490","C06103","C(CCC(=O)O)CCO","1"
"HMDB0033851","4,4-Dimethoxy-2-butanone","HMDB0033851","228548",NA,"CC(=O)CC(OC)OC","1"
"HMDB0032456","Paraldehyde","HMDB0032456","31264","C07834","CC1OC(OC(O1)C)C","1"
"HMDB0040409","NA","NA","NA","NA","NA","0"
"HMDB0165040","NA","NA","NA","NA","NA","0"
"HMDB0059770","NA","NA","NA","NA","NA","0"
"HMDB0041844","NA","NA","NA","NA","NA","0"
"HMDB0029166","2-Methyl-3-hydroxyvaleric acid","HMDB0029166","152968",NA,"CCC(C(C)C(=O)O)O","1"
"HMDB0061950","NA","NA","NA","NA","NA","0"
"HMDB0000532","Acetylglycine","HMDB0000532","10972",NA,"CC(=O)NCC(=O)O","1"
"HMDB0006454","L-2-Amino-3-oxobutanoic acid","HMDB0006454","440033","C03508","CC(=O)[C@@H](C(=O)O)N","1"
"HMDB0012249","L-Aspartate-semialdehyde","HMDB0012249","439235","C00441","C(C=O)[C@@H](C(=O)O)N","1"
"HMDB0161181","NA","NA","NA","NA","NA","0"
"HMDB0187639","NA","NA","NA","NA","NA","0"
"HMDB0032523","Succinic anhydride","HMDB0032523","7922","C19524","C1CC(=O)OC1=O","1"
"HMDB0029389","(+)-threo-2-Amino-3,4-dihydroxybutanoic acid","HMDB0029389","3914727",NA,"C(C(C(C(=O)O)N)O)O","1"
"HMDB0000034","Adenine","HMDB0000034","190","C00147","C1=NC2=C(N1)C(=NC=N2)N","1"
"HMDB0011601","3-Methylcytosine","HMDB0011601","140523",NA,"CN1C(=CC=NC1=O)N","1"
"HMDB0004339","2-O-Methylcytosine","HMDB0004339","160679",NA,"COC1=NC=CC(=N1)N","1"
"HMDB0002894","5-Methylcytosine","HMDB0002894","65040","C02376","CC1=C(NC(=O)N=C1)N","1"
"HMDB0128943","NA","NA","NA","NA","NA","0"
"HMDB0132477","NA","NA","NA","NA","NA","0"
"HMDB0129097","NA","NA","NA","NA","NA","0"
"HMDB0168839","NA","NA","NA","NA","NA","0"
"HMDB0128916","NA","NA","NA","NA","NA","0"
"HMDB0012233","Glutarate semialdehyde","HMDB0012233","439963","C03273","C(CC=O)CC(=O)O","1"
"HMDB0029172","3-keto-2-Methylbutyrate","HMDB0029172","150996",NA,"CC(C(=O)C)C(=O)[O-]","1"
