"metaboliteID","mz","mzmin","mzmax","rt","rtmin","rtmax","npeaks","QC","Unvaccinated","Vaccinated","Minipig_Pooled_QC1","Minipig_Pooled_QC2","Minipig_Pooled_QC3","Minipig_Pooled_QC4","Minipig_Pooled_QC5","Minipig_Pooled_QC6","Minipig_Pooled_QC7","Minipig_3273_12wks","Minipig_3273_30DPI","Minipig_4754_12wks","Minipig_4754_30DPI","Minipig_7488_12wks","Minipig_7488_30DPI","Minipig_7554_12wks","Minipig_7554_30DPI","Minipig_9739_12wks","Minipig_9739_30DPI","Minipig_1817_12wks","Minipig_1817_30DPI","Minipig_4515_12wks","Minipig_4515_30DPI","Minipig_5273_12wks","Minipig_5273_30DPI","Minipig_6059_12wks","Minipig_6059_30DPI","Minipig_9947_12wks","Minipig_9947_30DPI"
"3823",959.433950764147,959.43223101524,959.436667669909,659.52299999998,658.951,660.192,17,7,4,6,15051.0232492024,14571.7812060445,15065.2242231319,12724.4519910047,14483.4946412765,14272.05408815,13480.9706186223,3507.3171949867,3387.35329505522,26389.9720138727,8407.19367580716,3627.52619996108,914.867827403359,6623.27452502695,0,20463.7774636354,10265.6900994691,3978.32156161778,2066.74112680927,17896.854880017,17404.1867729443,18674.8233393175,4335.67643427849,16463.6619816284,18832.5662039862,8585.3047737999,2990.84211576016
"4362",1289.60023604577,1289.59712228875,1289.60356285431,659.37200000002,658.28399999998,659.874,26,7,9,10,49304.7459197128,45365.149218761,48433.6117959777,44815.337254351,43949.1948323773,44120.371632471,43431.3980414696,9717.03431024066,12535.5437779502,90679.5428410741,51234.8221815431,14296.2865130945,8711.10693085579,35284.492946802,5003.72124832263,70151.6620687383,95407.678253809,11168.1822785012,12553.6486731444,53229.9149346147,82200.9307313003,72767.5329057475,52060.8665561682,93202.9061382542,110519.091232811,18240.5100422224,16401.3197127781
"4363",1290.60330012155,1290.60035959475,1290.60669821281,659.36,658.951,659.733,24,6,8,10,33353.5933427474,31207.481649267,32904.6864328856,29583.4690749486,29713.2483766665,29894.9787462336,29388.0458103739,6733.22468363678,8886.29555184876,59833.6716549519,35905.6166275021,9672.48185833751,5753.66458502571,23559.6702813653,3626.55476903808,46110.4191533572,63167.9957022496,7518.53748089399,8300.97071635394,35987.0685419308,54278.8996862559,48542.3274551756,36022.5176458728,61293.4617955765,72276.8396530888,12702.9855198935,11242.3428505743
"4364",1291.60589246086,1291.6019742225,1291.60931969661,659.31700000002,658.951,659.733,18,7,5,6,13104.7896403814,12344.5391293414,13216.8412861163,11608.6956442467,12390.7140307774,12095.5059223521,11934.9105004354,2819.45267251739,3320.58136845981,23247.3519674478,13677.6797011861,4055.55340407781,2023.34184656176,9157.05833787402,1173.51552411309,17903.8411541513,23587.264227751,2935.42989125848,3287.48937714705,13499.3694009024,20974.892084818,19006.055954169,13962.6843959906,23944.6000595878,28047.6720269495,4754.66412139436,4429.26909146365
"290",128.05166440431,128.05092333962,128.053060905311,680.80950000001,680.67,681.76999999998,6,0,4,2,9175.2713791877,8637.70122300727,8771.23662204828,8573.4797689308,8664.7544196759,10085.6748062276,9055.45399234657,8030.28684698045,9136.7857413689,9457.66622056067,20475.2342020757,9128.73443551362,14496.1163986606,8807.91369580079,9014.42756343739,9285.41510369096,20316.8037687376,8831.22059711388,9076.79385670594,8457.90102097392,14805.0979409143,8670.9312274307,18006.5789113531,8123.29197377179,10301.1156283921,9432.9863180912,10278.0689518154
"1708",431.315057321169,431.310675728843,431.316968156247,1369.56900000002,1368.22000000002,1390.90000000002,51,7,10,10,119347.919625881,118716.925511451,152681.624901551,120345.945902678,126206.938558382,113506.762835707,160650.702036422,87908.8083476398,155221.397129406,107884.291307646,198407.129654921,91120.1055995318,227366.9457719,74047.6046727029,42957.2646961549,108063.4905638,246685.108444987,95770.1818261819,194546.651580435,105309.833031366,245563.737039336,103570.172548427,233828.62498595,97282.6897498028,148488.068275423,126024.805676957,191483.916428833
"1718",432.318907023333,432.315534797874,432.320270094626,1369.556,1368.22000000002,1388.235,28,7,10,10,36835.8845152491,37312.5848975045,36860.9509907618,36541.7270472935,37631.1852238827,34772.3615017294,49587.243070228,26670.0566058655,47306.0638446652,32635.3280555749,57150.3188134712,28145.4643484661,63646.4729754885,25189.4511493976,14197.1102736267,33662.0037222325,72554.7749744477,31361.7367823276,57651.1608787666,32918.7886630555,68324.1273313142,31631.63142907,82364.3434365168,30697.6689389824,56282.0278618591,37721.0398358847,55559.8799603647
"441",146.117135412808,146.11655734101,146.11827042352,86.50400000002,85.359,91.783,27,7,10,10,47353.3133968506,44704.1268490369,45380.7020301361,44609.3951569412,43437.6362440021,42863.1216202245,41662.834497608,65061.1822100627,27495.9159614068,37464.0452641307,23141.8863083784,74621.6695942281,43622.7887950236,39939.4738093157,26352.9643285717,51579.7073986755,27680.9676512608,66278.102085983,37553.486440049,56873.4710662025,28481.3281543772,60087.6272710402,38048.7229553881,51925.1352571105,24673.7365353833,65350.2008374481,29135.5818185883
"775",212.091811647549,212.091012135195,212.092213360964,323.32299999998,322.678,324.007,13,7,3,3,18997.3739109554,15370.3273653916,18779.7703632924,16925.3726868266,19028.7967687663,14741.6459207709,15332.0789180807,21101.9494698363,14515.7060534861,15739.5027416065,9134.02775027874,10821.3869310109,9756.67671807616,12576.3357203695,1846.35416670793,14834.9644568016,13065.4033281215,14556.121495254,13556.63781753,13496.7638388965,11082.8013258701,29065.3248856294,14167.6637647027,12451.6463524493,10653.0620229725,34150.7611384212,19346.767662312
"1080",279.191642370328,279.190673119383,279.192764972155,83.83200000001,82.67099999998,84.55000000002,20,7,6,7,13320.0751848943,13538.8510520242,13806.2056238625,13829.0776828558,12901.5907948858,12822.9572253695,13416.5873173248,21366.4617221624,6539.46786764351,13295.207504453,5430.65104866889,15937.4591690666,9862.57930107469,12557.1671162692,6146.19522041327,16622.2587799072,6229.26257810576,16396.1600015259,6162.26971166371,19097.5256702646,5937.76386267943,18245.5414830156,8644.377228995,18710.7879644402,7300.68595824838,20936.4310627076,8168.60740682221
"1276",318.128770737015,318.126906250143,318.130228412288,131.95799999999,131.881,132.70200000002,16,4,7,5,9398.71621048555,9782.70983585157,11228.5329281255,8980.74962166138,7927.80196792599,8388.92054463304,7536.31399182129,17003.831987288,6216.16258342631,7661.89265752768,8214.69410751339,14351.1881546974,8599.02491437338,8583.94211031187,0,8038.99983163487,6038.82193775937,13797.4812239693,8243.62478912515,11533.2690965541,6771.05608788901,9149.8960571175,8086.62091159419,5937.96993474988,7806.1099788943,18148.5348819841,6551.33800315065
"1512",385.208045718199,385.207345432252,385.209624975144,131.93399999999,131.299,132.00600000002,10,4,3,3,8562.16856780884,8493.17878196388,8255.00951151945,8940.70322591322,8162.77611955257,8297.01434301866,8225.53241646687,10412.4871934509,4920.00624160282,8651.34153525237,5405.30849465966,6854.05181322177,5623.37867358327,5914.29885359116,0,8723.07943335445,5671.84637280798,6620.34521776135,5568.73808861291,9536.38755432592,5051.70985653601,9567.13702856659,7142.00028362498,6411.4710345855,4603.46935681446,12217.5185767091,6521.07198276115
